word,emotion,condition
走道,anger,0
艾特,anger,0
半开着,anger,0
类似的,anger,0
雪花石膏,anger,0
警报,anger,0
令人震惊的,anger,0
alb,anger,0
专辑,anger,0
炼金术,anger,0
酒精,anger,0
酗酒,anger,1
壁龛,anger,0
警报,anger,0
警觉,anger,0
警报,anger,0
苜蓿,anger,0
代数,anger,0
代数的,anger,0
算法,anger,0
不在场证明,anger,0
外星人,anger,0
离间,anger,1
疏远,anger,0
异化,anger,1
下车,anger,0
对齐,anger,0
结盟,anger,0
一样,anger,0
营养,anger,0
赡养费,anger,0
等分,anger,0
活,anger,0
碱,anger,0
生物碱,anger,0
缓和,anger,0
指控,anger,1
指控,anger,0
据称,anger,0
忠诚,anger,0
寓言的,anger,0
寓言,anger,0
快板,anger,0
减轻,anger,0
缓解,anger,0
胡同,anger,0
联盟,anger,0
盟军,anger,0
鳄鱼,anger,0
分配,anger,0
分配,anger,0
分配,anger,0
分配,anger,0
允许的,anger,0
津贴,anger,0
允许,anger,0
合金,anger,0
引诱,anger,0
诱人的,anger,0
典故,anger,0
冲积层,anger,0
盟国,anger,0
年历,anger,0
万能的,anger,0
高空,anger,0
阿罗哈,anger,0
旁边,anger,0
超然,anger,0
大声,anger,0
字母,anger,0
按字母顺序,anger,0
坛,anger,0
改变,anger,0
改造,anger,0
争吵,anger,1
改变,anger,0
备用,anger,0
选择,anger,0
高度,anger,0
中音,anger,0
共,anger,0
校友,anger,0
肺泡,anger,0
汞合金,anger,0
合并,anger,0
积累,anger,0
业余,anger,0
惊奇,anger,0
惊愕,anger,0
惊人地,anger,0
大使,anger,0
琥珀色,anger,0
周围,anger,0
模棱两可,anger,0
模糊的,anger,0
范围,anger,0
志向,anger,0
雄心勃勃,anger,0
救护车,anger,0
伏击,anger,1
改善,anger,0
阿门,anger,0
顺从,anger,0
修正,anger,0
修正案,anger,0
修正,anger,0
便利设施,anger,0
紫晶,anger,0
可亲,anger,0
友善的,anger,0
之中,anger,0
当中,anger,0
氨,anger,0
弹药,anger,0
健忘症,anger,0
大赦,anger,0
无定形,anger,0
摊销,anger,0
数量,anger,0
恋情,anger,0
和号,anger,0
苯丙胺类,anger,0
两栖动物,anger,0
水陆两用,anger,0
圆形剧场,anger,0
放大,anger,0
放大,anger,0
振幅,anger,0
充分,anger,0
截肢,anger,0
护身符,anger,0
逗乐,anger,0
逗乐了,anger,0
娱乐,anger,0
有趣,anger,0
安娜,anger,0
蟒蛇,anger,0
麻醉,anger,0
麻药,anger,0
肛门,anger,0
镇痛剂,anger,0
类似的,anger,0
类似物,anger,0
比喻,anger,0
分析,anger,0
分析师,anger,0
分析的,anger,0
分析,anger,0
分析仪,anger,0
无政府主义,anger,1
无政府主义者,anger,1
无政府状态,anger,1
吻合,anger,0
诅咒,anger,1
解剖学,anger,0
解剖学,anger,0
祖先,anger,0
祖传的,anger,0
祖先,anger,0
锚,anger,0
锚地,anger,0
古老的,anger,0
辅助,anger,0
雄激素,anger,0
海葵,anger,0
重新,anger,0
天使,anger,0
天使般的,anger,0
愤怒,anger,1
心绞痛,anger,0
血管造影,anger,0
角度,anger,0
钓鱼,anger,0
生气的,anger,1
苦恼,anger,1
有角度的,anger,0
无水,anger,0
动物,anger,0
动画,anger,0
动画,anger,0
动画,anger,0
敌意,anger,1
敌意,anger,1
踝,anger,0
志,anger,0
附件,anger,0
兼并,anger,0
附件,anger,0
歼灭,anger,1
歼灭,anger,1
湮灭,anger,1
注释,anger,0
注解,anger,0
宣布,anger,0
公告,anger,0
惹恼,anger,1
烦恼,anger,1
恼人的,anger,1
年金,anger,0
废止,anger,0
环状,anger,0
废除,anger,0
环,anger,0
膏抹,anger,0
异常,anger,0
异常,anger,0
匿名,anger,0
匿名的,anger,0
回答,anger,0
可回答的,anger,0
接听,anger,0
蚂蚁,anger,0
对抗,anger,1
拮抗剂,anger,1
敌对的,anger,1
赌注,anger,0
先行者,anger,0
羚羊,anger,0
天线,anger,0
前,anger,0
国歌,anger,0
选集,anger,0
炭疽病,anger,0
人类学,anger,0
抗生素,anger,0
抗生素,anger,0
敌基督,anger,1
预期,anger,0
预期的,anger,0
解毒剂,anger,0
抗真菌药,anger,0
锑,anger,0
反感,anger,1
古玩,anger,0
过时的,anger,0
古董,anger,0
古代,anger,0
防腐剂,anger,0
反社会,anger,1
对立,anger,1
对立的,anger,0
抗病毒物质,anger,0
鹿茸,anger,0
砧,anger,0
焦虑,anger,1
焦虑的,anger,0
主动脉,anger,0
快速,anger,0
阿帕奇,anger,0
公寓,anger,0
冷漠,anger,0
冷漠,anger,0
猿,anger,0
光圈,anger,0
顶尖,anger,0
蚜,anger,0
一块,anger,0
沉着,anger,0
世界末日,anger,0
抱歉的,anger,0
道歉者,anger,0
道歉,anger,0
道歉,anger,0
叛教,anger,0
背道者,anger,0
使徒,anger,0
使徒的,anger,0
撇号,anger,0
骇人听闻,anger,0
仪器,anger,0
服饰,anger,0
显然,anger,0
幻影,anger,0
上诉,anger,0
外貌,anger,0
安抚,anger,0
上诉人,anger,0
附加,anger,0
附属物,anger,0
阑尾炎,anger,0
附录,anger,0
食欲,anger,0
开胃菜,anger,0
掌声,anger,0
苹果,anger,0
器具,anger,0
电器,anger,0
适用性,anger,0
适用的,anger,0
申请人,anger,0
应用,anger,0
申请,anger,0
委,anger,0
预约,anger,0
约会,anger,0
分摊,anger,0
分摊,anger,0
评价,anger,0
可观的,anger,0
欣赏,anger,0
逮捕,anger,0
顾虑,anger,0
忧虑,anger,0
学徒,anger,0
学徒制,anger,0
方法,anger,0
接近,anger,0
赞许,anger,0
拨款,anger,0
赞同,anger,0
批准,anger,0
批准,anger,0
近似,anger,0
大约,anger,0
近似,anger,0
近似,anger,0
附属物,anger,0
围裙,anger,0
易于,anger,0
资质,anger,0
水色,anger,0
蓝晶,anger,0
水族馆,anger,0
水,anger,0
渡槽,anger,0
水性,anger,0
耕地,anger,0
仲裁者,anger,0
仲裁,anger,0
仲裁,anger,0
仲裁人,anger,0
乔木,anger,0
弧,anger,0
拱廊,anger,0
拱,anger,0
考古学,anger,0
考古学家,anger,0
考古学,anger,0
古老,anger,0
大主教,anger,0
拱形的,anger,0
射手,anger,0
射箭,anger,0
原型,anger,0
群岛,anger,0
建筑师,anger,0
建筑学,anger,0
档案,anger,0
北极,anger,0
热心,anger,0
热情,anger,0
艰巨,anger,0
区域,anger,0
竞技场,anger,0
乳晕,anger,0
银色,anger,0
争论,anger,1
争论,anger,1
论证,anger,1
争论的,anger,0
论据,anger,1
干旱,anger,0
贵族,anger,0
贵族,anger,0
贵族,anger,0
算术,anger,0
方舟,anger,0
手臂,anger,0
舰队,anger,0
武器,anger,1
军备,anger,0
衔铁,anger,0
武装,anger,1
盔甲,anger,0
装甲的,anger,0
军械库,anger,0
武器,anger,0
军队,anger,0
香气,anger,0
唤醒,anger,0
引起,anger,0
传讯,anger,1
安排,anger,0
安排好的,anger,0
安排,anger,0
大批,anger,0
拖欠,anger,0
逮捕,anger,0
到达,anger,0
到达,anger,0
傲慢,anger,0
傲慢的,anger,1
箭,anger,0
兵工厂,anger,0
砷,anger,0
纵火,anger,1
艺术,anger,0
动脉,anger,0
巧,anger,0
节肢动物,anger,0
朝鲜蓟,anger,0
文章,anger,0
文章,anger,0
口齿伶俐,anger,0
关节,anger,0
技巧,anger,0
炮兵,anger,0
工匠,anger,0
艺术家,anger,0
艺人,anger,0
艺术的,anger,0
艺术家,anger,0
上升,anger,0
优势,anger,0
提升,anger,0
上升,anger,0
探明,anger,0
确定,anger,0
苦行僧,anger,0
灰,anger,0
羞愧,anger,0
骨灰,anger,0
睡着了,anger,0
ASP,anger,0
阿斯巴甜,anger,0
方面,anger,0
方面,anger,0
沥青,anger,0
愿望,anger,0
渴望,anger,0
有抱负的,anger,0
屁股,anger,0
攻击,anger,1
袭击者,anger,1
刺客,anger,1
暗杀,anger,1
暗杀,anger,1
突击,anger,1
化验,anger,0
装配,anger,0
集合,anger,0
组装好的,anger,0
部件,anger,0
同意,anger,0
断言,anger,0
断言,anger,0
断言,anger,0
评估,anger,0
评估,anger,0
评估员,anger,0
资产,anger,0
混蛋,anger,1
分配,anger,0
受让人,anger,0
任务,anger,0
吸收,anger,0
同化,anger,0
助攻,anger,0
协助,anger,0
助手,anger,0
联系,anger,0
协会,anger,0
什锦的,anger,0
品种,anger,0
缓和,anger,0
假定,anger,0
假设,anger,0
假设,anger,0
保证,anger,0
保证,anger,0
保证,anger,0
肯定,anger,0
星号,anger,0
小行星,anger,0
散光,anger,0
惊人地,anger,0
惊讶,anger,0
星体,anger,0
误入歧途,anger,0
涩,anger,0
占星家,anger,0
占星术,anger,0
宇航员,anger,0
天文学家,anger,0
天文学,anger,0
精明,anger,0
分裂,anger,0
庇护,anger,0
不对称,anger,0
不对称,anger,0
渐近的,anger,0
工作室,anger,0
无神论,anger,0
无神论者,anger,0
动脉粥样硬化,anger,0
运动员,anger,0
竞技,anger,0
运动能力,anger,0
竞技,anger,0
地图集,anger,0
气氛,anger,0
大气的,anger,0
环礁,anger,0
原子,anger,0
原子,anger,0
赎罪,anger,0
赎罪,anger,0
中庭,anger,0
残暴,anger,1
暴行,anger,1
萎缩,anger,0
附,anger,0
附件,anger,0
攻击,anger,1
进攻,anger,1
达到,anger,0
可达到的,anger,0
素养,anger,0
试图,anger,0
出席,anger,0
服务员,anger,0
注意力,anger,0
细心,anger,0
衰减,anger,0
减弱的,anger,0
衰减,anger,0
证明,anger,0
证明,anger,0
阁楼,anger,0
服装,anger,0
态度,anger,0
律师,anger,1
吸引力,anger,0
吸引力,anger,0
归属,anger,0
属性,anger,0
归因,anger,0
减员,anger,0
奥本,anger,0
拍卖,anger,0
拍卖,anger,0
大胆的,anger,0
大胆,anger,0
听得见的,anger,0
观众,anger,0
审计,anger,0
试镜,anger,0
审计员,anger,0
礼堂,anger,0
听觉,anger,0
什么都没有,anger,0
增加,anger,0
增强,anger,0
八月,anger,0
姨,anger,0
光环,anger,0
极光,anger,0
主持,anger,0
吉祥,anger,0
严肃的,anger,0
紧缩,anger,0
真正的,anger,0
认证,anger,0
验证,anger,0
真实性,anger,0
作者,anger,0
权威性,anger,0
权威,anger,0
授权,anger,0
授权,anger,0
授权,anger,0
作者身份,anger,0
汽车,anger,0
自传,anger,0
专制,anger,0
签名,anger,0
自动的,anger,0
汽车,anger,0
自治,anger,0
尸检,anger,0
秋天,anger,0
辅助的,anger,0
利用,anger,0
雪崩,anger,0
贪婪,anger,1
头像,anger,0
复仇者,anger,1
大街,anger,0
断言,anger,0
平均,anger,0
厌恶,anger,1
厌恶,anger,1
避免,anger,0
鸟舍,anger,0
航空,anger,0
飞行员,anger,0
狂热的,anger,0
牛油果,anger,0
避免,anger,0
回避,anger,0
避免,anger,0
等待,anger,0
苏醒,anger,0
唤醒,anger,0
奖,anger,0
敬畏,anger,0
可怕,anger,1
尴尬,anger,0
棚,anger,0
错了,anger,0
轴向,anger,0
公理,anger,0
公理化的,anger,0
轴,anger,0
轴,anger,0
是的,anger,0
是的,anger,0
方位角,anger,0
天蓝色,anger,0
潺潺,anger,0
胡说,anger,0
狒狒,anger,0
婴儿,anger,0
保姆,anger,0
学士学位,anger,0
百家乐,anger,0
学士,anger,0
背部,anger,0
骨干,anger,1
支持者,anger,0
适得其反,anger,0
双陆棋,anger,0
背景,anger,0
反铲,anger,0
背包客,anger,0
回溯,anger,0
落后,anger,0
向后,anger,0
回水,anger,0
细菌,anger,0
细菌,anger,0
坏的,anger,1
徽章,anger,0
獾,anger,1
严重,anger,0
坏处,anger,1
挡板,anger,0
包,anger,0
行李,anger,0
宽松的,anger,0
风笛,anger,0
保释,anger,0
法警,anger,0
饵,anger,0
烤,anger,0
面包店,anger,0
烘烤,anger,0
巴尔,anger,0
平衡,anger,0
均衡,anger,0
阳台,anger,0
秃,anger,0
包,anger,0
犹豫,anger,0
球,anger,0
民谣,anger,0
镇流器,anger,0
芭蕾舞,anger,0
气球,anger,0
选票,anger,0
舞厅,anger,0
香脂,anger,0
芳香,anger,0
香脂,anger,0
香脂,anger,0
禁止,anger,0
香蕉,anger,0
乐队,anger,0
绷带,anger,0
土匪,anger,0
跟风,anger,0
祸根,anger,1
砰,anger,1
砰砰,anger,1
放逐,anger,1
放逐,anger,1
流放,anger,1
班卓琴,anger,0
银行,anger,0
银行家,anger,0
破产,anger,0
破产,anger,1
横幅,anger,0
宴会,anger,0
女妖,anger,1
嘲笑,anger,0
洗礼,anger,0
洗礼,anger,0
酒吧,anger,0
倒钩,anger,1
野蛮人,anger,0
野蛮,anger,1
野蛮,anger,0
烧烤,anger,0
带刺的,anger,0
诗人,anger,0
鞍,anger,0
赤脚,anger,0
仅仅,anger,0
呕吐物,anger,0
便宜货,anger,0
驳船,anger,0
男中音,anger,0
吠,anger,1
谷仓,anger,0
巴尼,anger,0
晴雨表,anger,0
男爵,anger,0
巴洛克式,anger,0
营房,anger,0
禁止,anger,0
桶,anger,0
荒芜,anger,0
路障,anger,0
障碍,anger,1
禁止,anger,0
律师,anger,0
手推车,anger,0
调酒师,anger,0
物物交换,anger,0
根据,anger,0
棒球,anger,0
踢脚线,anger,0
毫无根据,anger,0
地下室,anger,0
大教堂,anger,0
盆地,anger,0
基础,anger,0
晒,anger,0
篮子,anger,0
篮球,anger,0
低音,anger,0
巴索,anger,0
巴松管,anger,0
混蛋,anger,0
堡垒,anger,1
蝙蝠,anger,0
批,anger,0
批处理,anger,0
巴特,anger,0
洗澡,anger,0
洗澡,anger,0
浴室,anger,0
水深测量,anger,0
指挥棒,anger,0
营,anger,1
面糊,anger,1
饱受摧残,anger,0
电池,anger,1
战斗,anger,1
战斗,anger,1
战场,anger,0
淫荡的,anger,0
湾,anger,0
刺刀,anger,1
河口,anger,0
市场,anger,0
海滩,anger,0
信标,anger,0
珠子,anger,0
串珠,anger,0
珠子,anger,0
比格犬,anger,0
喙,anger,0
烧杯,anger,0
光束,anger,0
喜气洋洋,anger,0
熊,anger,1
胡须,anger,0
大胡子,anger,0
持票人,anger,0
轴承,anger,0
轴承,anger,0
看跌,anger,1
兽,anger,1
兽,anger,0
打,anger,0
殴打,anger,1
美女,anger,0
美化,anger,0
美丽的,anger,0
美化,anger,0
美丽,anger,0
贝克,anger,0
招手,anger,0
床,anger,0
寝具,anger,0
基岩,anger,0
卧室,anger,0
就寝时间,anger,0
蜜蜂,anger,1
牛肉,anger,0
蜂窝,anger,0
啤酒,anger,0
蜂蜡,anger,0
甲虫,anger,0
降临,anger,0
合适,anger,0
交朋友,anger,0
求,anger,0
乞丐,anger,0
乞讨,anger,0
开始,anger,0
初学者,anger,0
开始,anger,0
开始,anger,0
行为,anger,0
庞然大物,anger,0
遗嘱,anger,0
看哪,anger,0
感激不尽,anger,0
旁观者,anger,0
迟到的,anger,0
保护,anger,0
信仰,anger,0
相信,anger,0
信徒,anger,0
相信,anger,0
贬低,anger,1
钟,anger,0
好战的,anger,1
波纹管,anger,0
波纹管,anger,1
腹部,anger,0
财物,anger,0
腰带,anger,1
困惑,anger,0
长椅,anger,0
弯曲,anger,0
弯管机,anger,0
弯曲,anger,0
下面,anger,0
恩人,anger,0
有利,anger,0
受益人,anger,0
益处,anger,0
仁,anger,0
良性,anger,0
弯曲,anger,0
苯,anger,0
遗赠,anger,0
遗赠,anger,0
失去亲人,anger,0
丧亲之痛,anger,0
失去,anger,0
佛手柑,anger,0
柏林,anger,0
狂暴,anger,1
泊位,anger,0
恳求,anger,0
困扰,anger,0
兽性,anger,0
赐给,anger,0
赌注,anger,0
背叛,anger,1
背叛,anger,1
订婚的,anger,0
改善,anger,0
投注,anger,0
贝蒂,anger,0
斜角,anger,0
饮料,anger,0
贝维,anger,0
谨防,anger,0
不知所措,anger,0
困惑,anger,0
偏见,anger,1
有偏见的,anger,0
围兜,anger,0
圣经,anger,0
参考书目,anger,0
争吵,anger,1
双色,anger,0
自行车,anger,0
出价,anger,0
投标人,anger,0
投标,anger,0
双年展,anger,0
柩,anger,0
分岔,anger,0
大的,anger,0
偏执狂,anger,1
偏执的,anger,1
自行车,anger,0
双边,anger,0
双层,anger,0
胆汁,anger,1
舱底,anger,0
双语,anger,0
账单,anger,0
钢坯,anger,0
台球,anger,0
十亿,anger,0
比利,anger,0
双月刊,anger,0
垃圾桶,anger,0
二进制,anger,0
绑定,anger,0
装订,anger,0
捆绑,anger,0
冰,anger,0
双目,anger,0
望远镜,anger,0
二项式,anger,0
生物发生,anger,0
传记作者,anger,0
传,anger,0
生物学,anger,0
活检,anger,0
生物圈,anger,0
双方,anger,0
桦木,anger,1
鸟,anger,0
出生,anger,0
生日,anger,0
出生地,anger,1
与生俱来的权利,anger,0
之二,anger,0
主教,anger,0
野牛,anger,0
少量,anger,0
婊子,anger,1
咬,anger,0
苦涩,anger,1
苦味,anger,1
沥青,anger,0
双周刊,anger,0
离奇的,anger,0
黑莓,anger,0
黑板,anger,0
二十一点,anger,0
勒索,anger,1
黑,anger,0
铁匠,anger,0
膀胱,anger,0
刀,anger,0
责备,anger,1
无可指责,anger,0
平淡无奇,anger,0
空白的,anger,0
毯子,anger,0
亵渎神明的,anger,1
亵渎神明,anger,1
爆破,anger,1
明目张胆的,anger,1
废话,anger,0
火焰,anger,1
炽烈,anger,0
漂白,anger,0
苍凉,anger,0
流血的,anger,0
缺陷,anger,1
混合,anger,0
混合,anger,0
保佑,anger,0
祝福,anger,0
祝福,anger,0
祝福,anger,0
枯萎病,anger,0
秕,anger,0
失明,anger,0
眼罩,anger,0
蒙眼,anger,0
盲目地,anger,0
失明,anger,0
眨,anger,0
幸福,anger,0
幸福的,anger,0
水疱,anger,0
闪电战,anger,0
暴风雪,anger,0
臃肿,anger,0
斑点,anger,0
堵塞,anger,0
封锁,anger,1
金发,anger,0
血液,anger,0
猎犬,anger,0
无血的,anger,0
流血事件,anger,1
嗜血的,anger,1
血腥,anger,1
盛开,anger,0
开花,anger,0
印迹,anger,0
女式衬衫,anger,0
鼓风机,anger,0
吹,anger,0
吹,anger,0
吹熄,anger,0
蓝色的,anger,0
布鲁斯,anger,0
虚张声势,anger,0
偏蓝,anger,0
错误,anger,0
钝,anger,0
模糊,anger,0
模糊,anger,0
脸红,anger,0
脸红,anger,0
蟒蛇,anger,0
公猪,anger,0
木板,anger,0
寄宿生,anger,0
登机,anger,0
板,anger,0
夸,anger,0
吹嘘,anger,0
船,anger,0
划船,anger,0
线轴,anger,0
预兆,anger,0
紧身胸衣,anger,0
身体的,anger,0
身体,anger,0
保镖,anger,0
沼泽,anger,0
虚假,anger,1
熬,anger,0
锅炉,anger,0
样板,anger,0
沸腾,anger,0
喧闹的,anger,1
大胆的,anger,0
胆量,anger,0
支持,anger,0
螺栓,anger,0
丸,anger,0
炸弹,anger,1
轰击,anger,1
轰击,anger,1
轰炸,anger,0
轰炸机,anger,0
富矿,anger,0
纽带,anger,0
束缚,anger,0
债券,anger,0
骨,anger,0
笨蛋,anger,0
骨头,anger,0
篝火,anger,0
邦内,anger,0
引擎盖,anger,0
奖金,anger,0
骨,anger,0
嘘,anger,0
布布,anger,0
鲣鸟,anger,0
书,anger,0
书柜,anger,0
预订,anger,0
书呆子,anger,0
会计,anger,0
簿记,anger,0
小册子,anger,0
图书,anger,0
书商,anger,0
书店,anger,0
书店,anger,0
书呆子,anger,0
回旋镖,anger,0
蓬勃发展,anger,0
恩惠,anger,0
促进,anger,0
助推器,anger,0
开机,anger,0
展位,anger,0
靴子,anger,0
赃物,anger,0
豪饮,anger,0
边界,anger,0
接壤,anger,0
钻孔,anger,0
北方,anger,0
无聊,anger,0
蛀虫,anger,0
无聊的,anger,0
自治市镇,anger,0
借,anger,0
借款人,anger,0
怀,anger,0
老板,anger,0
波士顿,anger,0
植物,anger,0
植物学家,anger,0
植物学,anger,0
打扰,anger,0
烦人,anger,1
瓶子,anger,0
底部,anger,0
无底洞,anger,0
巨石,anger,0
弹跳,anger,0
边界,anger,0
边界,anger,0
无边无际,anger,0
界限,anger,0
丰富,anger,0
赏金,anger,0
花束,anger,0
资产阶级,anger,0
资产阶级,anger,0
交易所,anger,0
回合,anger,1
牛,anger,0
鞠躬,anger,0
肠子,anger,0
碗,anger,0
碗,anger,0
盒子,anger,0
拳击手,anger,0
拳击,anger,1
联合抵制,anger,0
少年时代,anger,0
孩子气,anger,0
支撑,anger,0
手镯,anger,0
大括号,anger,0
肱,anger,0
括号,anger,0
括号,anger,0
咸咸的,anger,0
布拉德,anger,0
吹牛,anger,0
编织,anger,0
脑,anger,0
大脑,anger,0
头脑风暴,anger,0
制动,anger,0
麸,anger,0
分支,anger,0
分枝,anger,0
白兰地,anger,0
黄铜,anger,0
小子,anger,0
虚张声势,anger,0
勇敢,anger,0
争吵,anger,1
厚颜无耻,anger,1
违反,anger,0
面包,anger,0
宽度,anger,0
休息,anger,0
易碎,anger,0
分解,anger,0
断路器,anger,0
断路器,anger,0
早餐,anger,0
疯了,anger,0
分手,anger,0
呼吸,anger,0
臀位,anger,0
马裤,anger,0
品种,anger,0
饲养员,anger,0
配种,anger,0
微风,anger,0
微风轻拂,anger,0
弟兄们,anger,0
简短,anger,0
简洁,anger,0
酿造,anger,0
酿造,anger,0
贿赂,anger,0
受贿,anger,0
砖,anger,0
新娘,anger,0
新娘,anger,0
新郎,anger,0
伴娘,anger,0
桥,anger,0
辔,anger,0
简要地,anger,0
双桅船,anger,0
旅,anger,0
提亮,anger,0
亮度,anger,0
杰出的,anger,0
边缘,anger,0
充满,anger,0
硫磺,anger,1
盐水,anger,0
带来,anger,0
边缘,anger,0
轻快,anger,0
鬃,anger,0
脆,anger,0
播送,anger,0
宽边,anger,0
