anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,Chinese-Traditional Word
0,0,0,0,0,0,0,0,0,0,獲得
0,0,0,0,0,0,0,0,0,0,收購
0,0,0,0,0,0,0,0,0,0,面積
0,0,0,0,0,0,0,0,0,0,英畝
0,0,0,1,1,0,1,0,0,1,雜技演員
0,0,0,0,0,0,0,0,0,0,行為
0,0,0,0,0,0,0,0,0,0,演戲
0,0,0,0,0,0,1,0,0,0,行動
1,0,1,0,0,1,0,0,0,0,可操作的
0,0,0,0,0,0,0,0,0,0,積極的
0,0,0,0,0,0,0,0,0,0,活動
0,0,0,0,0,0,0,0,0,0,演員
0,0,0,0,0,0,1,0,0,0,實際的
0,0,0,0,0,0,0,0,0,0,現實
0,0,0,0,0,0,0,0,0,0,精算師
0,0,0,0,0,0,1,0,0,0,敏銳度
0,0,0,0,0,0,1,0,0,0,敏銳
0,0,0,0,0,0,0,0,0,0,針刺
0,0,0,0,0,0,0,0,0,0,尖銳地
0,0,0,0,0,0,0,0,0,0,諺語
0,0,0,0,0,0,0,0,0,0,固執的
0,0,0,0,0,0,1,0,0,0,適應
0,0,0,0,0,0,1,0,0,0,適應性強
0,0,0,0,0,0,0,0,0,0,添加
0,0,0,0,0,0,0,0,0,0,添加
0,0,0,0,0,0,0,0,0,0,附錄
1,0,1,1,0,1,0,1,0,0,加法器
0,0,0,0,0,1,0,0,0,0,癮
0,0,0,0,0,0,0,0,0,0,添加
0,0,0,0,0,0,0,0,0,0,額外的
0,0,0,0,0,0,0,0,0,0,添加劑
0,0,0,0,0,0,0,0,0,0,地址
0,0,0,0,0,0,0,0,0,0,收件人
0,1,0,0,0,0,1,0,0,0,地址
0,0,0,0,0,0,1,0,0,0,行家
0,0,0,0,0,0,1,0,0,0,充分性
0,0,0,0,0,0,0,0,0,0,足夠的
0,0,0,0,0,0,0,0,0,0,堅持
0,0,0,0,0,0,0,0,0,0,依從性
0,0,0,0,0,0,0,0,0,0,依附的
0,0,0,0,0,0,0,0,0,1,堅持
0,0,0,0,0,0,0,0,0,0,附著力
0,0,0,0,0,0,0,0,0,0,粘合劑
0,0,0,0,0,0,0,0,0,0,再見
0,0,0,0,0,1,0,0,0,0,脂肪
0,0,0,0,0,0,0,0,0,0,鄰接
0,0,0,0,0,0,0,0,0,0,鄰近的
0,0,0,0,0,0,0,0,0,0,形容詞
0,0,0,0,0,0,0,0,0,0,毗鄰的
0,0,0,0,0,0,0,0,0,0,休會
0,0,0,0,0,0,0,0,0,0,休會
0,0,0,1,0,1,0,0,0,0,裁定
0,0,0,0,0,0,0,0,0,0,裁決
0,0,0,0,0,0,1,0,0,0,附件
0,0,0,0,0,0,0,0,0,0,調整
0,0,0,0,0,0,0,0,0,0,調整
0,0,0,0,0,0,0,0,0,0,佐劑
0,0,0,0,0,0,0,0,0,0,管理
0,0,0,0,0,0,0,0,0,0,行政
0,0,0,0,0,0,0,0,0,1,行政的
0,0,0,0,1,0,1,0,0,1,令人欽佩
0,0,0,0,0,0,1,0,0,1,上將
0,0,0,0,0,0,0,0,0,0,金鐘
0,0,0,0,1,0,1,0,0,1,欽佩
0,0,0,0,0,0,1,0,0,1,欽佩
0,0,0,0,0,0,1,0,0,0,愛慕者
0,0,0,0,0,0,0,0,0,0,可受理性
0,0,0,0,0,0,1,0,0,1,可接受的
0,0,0,0,0,0,0,0,0,0,錄取
0,0,0,0,0,0,0,0,0,0,承認
0,0,0,0,0,0,0,0,0,0,准入
0,0,0,0,0,0,0,0,0,0,錄取
0,0,0,0,0,0,0,0,0,0,承認
0,0,0,0,0,0,0,0,0,0,混合物
0,0,0,1,0,1,0,0,0,0,警告
0,0,0,0,0,0,0,0,0,0,廢話
0,0,0,0,0,0,0,0,0,0,土坯
0,0,0,0,0,0,0,0,0,0,青春期
0,0,0,0,0,0,0,0,0,0,青少年
0,0,0,0,0,0,0,0,0,0,採納
0,0,0,0,0,0,0,0,0,0,採用
0,0,0,0,1,0,1,0,0,0,可愛的
0,0,0,0,1,0,1,0,0,1,崇拜
0,1,0,0,1,0,1,0,0,1,崇拜
0,0,0,0,0,0,0,0,0,0,裝飾
0,0,0,0,0,0,0,0,0,0,裝飾
0,1,0,1,0,1,0,1,0,0,漂流
0,0,0,0,0,0,0,0,0,0,成人
0,0,0,0,0,1,0,0,0,0,摻假
0,0,1,0,0,1,0,1,0,0,通姦
0,1,0,1,1,0,1,0,1,0,進步
0,0,0,0,0,0,1,0,0,0,先進的
0,0,0,0,0,0,1,0,0,0,進步
0,0,0,0,0,0,0,0,0,0,前進
0,0,0,0,0,0,1,0,0,0,優勢
0,0,0,0,0,0,1,0,0,0,有利
0,1,0,0,1,0,1,0,0,1,來臨
0,1,0,0,0,0,1,0,0,0,冒險
0,0,0,0,0,0,0,0,0,0,冒險家
0,0,0,0,0,0,1,0,0,0,冒險的
1,0,0,0,0,1,0,0,0,0,對手
1,0,1,1,0,1,0,1,0,0,不利的
1,0,0,1,0,1,0,1,0,0,逆境
0,0,0,0,0,0,0,0,0,0,廣告
0,0,0,0,0,0,0,0,0,0,廣告
0,0,0,0,0,0,0,0,0,1,建議
0,0,0,0,0,0,1,0,0,1,可取的
0,0,0,0,0,0,1,0,0,1,建議
0,0,0,0,0,0,0,0,0,1,建議
0,0,0,0,0,0,0,0,0,0,建議
0,0,0,0,0,0,1,0,0,1,顧問
1,1,0,0,1,0,1,0,0,1,倡導
0,0,0,0,0,0,0,0,0,1,提倡
0,0,0,0,0,0,0,0,0,0,宙斯盾
0,0,0,0,0,0,0,0,0,0,通風
0,0,0,0,0,0,0,0,0,0,天線
0,0,0,0,0,0,0,0,0,0,機場
0,0,0,0,0,0,0,0,0,0,空氣動力學
0,0,0,0,0,0,0,0,0,0,航空學
0,0,0,0,0,0,0,0,0,0,飛機
0,0,0,0,0,0,1,0,0,0,審美的
0,0,0,0,1,0,1,0,0,0,美學
0,0,0,0,0,0,0,0,0,0,病因學
0,0,0,0,0,0,0,0,0,0,遠方
0,0,0,0,0,0,1,0,0,0,和藹可親
0,0,0,0,0,0,0,0,0,0,事務
0,0,0,0,0,0,0,0,0,0,影響
0,0,0,0,1,0,1,0,0,1,感情
0,0,0,0,0,0,0,0,0,0,感情
0,0,0,0,0,0,0,0,0,0,貼文
0,0,0,0,0,0,0,0,0,0,宣誓書
0,0,0,0,0,0,1,0,0,0,附屬
0,0,0,0,0,0,0,0,0,0,聯繫
0,0,0,0,0,0,0,0,0,0,親和力
0,0,0,0,0,0,1,0,0,1,確認
0,0,0,0,0,0,1,0,0,0,肯定
0,0,0,0,0,0,1,0,0,0,肯定
0,0,0,0,0,0,1,0,0,1,肯定的
0,0,0,0,0,0,0,0,0,0,詞綴
0,0,0,1,0,1,0,1,0,0,折磨
0,0,0,0,0,1,0,0,0,0,受苦
0,0,1,1,0,1,0,1,0,0,痛苦
0,0,0,0,1,0,1,0,0,0,富裕
0,0,0,0,0,0,1,0,0,0,富裕的
0,0,0,0,0,0,1,0,0,0,買得起
1,0,1,1,0,1,0,1,1,0,冒犯
0,0,0,0,0,0,0,0,0,0,遠方
0,0,0,0,0,0,0,0,0,0,之前
0,0,0,0,0,0,0,0,0,0,前述
0,0,0,0,0,0,0,0,0,0,上述
0,0,0,1,0,1,0,0,0,0,害怕
0,0,0,0,0,0,0,0,0,0,重新
0,0,0,0,0,0,0,0,0,0,船尾
1,0,1,1,0,1,0,1,0,0,後果
0,0,0,0,0,0,0,0,0,0,下午
0,0,0,0,0,1,0,0,0,0,回味
0,0,0,0,0,0,0,0,0,0,事後諸葛亮
0,0,0,1,0,0,1,0,0,1,阿加
0,0,0,0,0,0,0,0,0,0,瑪瑙
0,0,0,0,0,0,0,0,0,0,年齡
0,0,0,0,0,0,0,0,0,0,陳年
0,0,0,0,0,0,0,0,0,0,機構
0,0,0,0,0,0,0,0,0,0,代理人
0,0,0,0,0,0,0,0,0,0,集聚
1,0,0,0,0,1,0,0,0,0,加重
1,0,0,0,0,1,0,1,0,0,加重
1,0,1,0,0,1,0,0,0,0,加重
0,0,0,0,0,0,0,0,0,0,總計的
0,0,0,0,0,0,0,0,0,0,聚合
1,0,0,1,0,1,0,0,0,0,侵略
1,0,0,1,0,1,0,0,0,0,挑釁的
1,0,0,1,0,1,0,0,0,0,侵略者
0,0,1,1,0,1,0,0,1,0,嚇壞了
0,0,0,0,0,0,1,0,0,0,敏捷
0,0,0,0,0,0,1,0,0,0,敏捷
1,0,0,0,0,1,0,0,0,0,激動
1,0,0,0,0,1,0,0,0,0,攪動
0,0,0,0,0,0,0,0,0,0,不可知論者
0,0,0,0,0,0,0,0,0,0,前
0,0,0,1,0,1,0,0,0,0,痛苦的
1,0,0,1,0,1,0,1,0,0,痛苦
0,0,0,0,0,0,1,0,0,0,同意
0,0,0,0,0,0,1,0,0,1,合適的
0,0,0,0,0,0,1,0,0,1,同意
0,0,0,0,0,0,1,0,0,1,同意
0,0,0,0,0,0,1,0,0,1,協議
0,0,0,0,0,0,0,0,0,0,農業
0,0,0,0,0,0,1,0,0,0,農業
0,0,0,0,0,1,0,0,0,0,擱淺
0,0,0,0,0,0,0,0,0,0,阿瓜
0,0,0,0,0,0,1,0,0,0,先
0,0,0,0,0,0,1,0,0,0,援助
0,0,0,0,0,0,1,0,0,0,幫助
0,0,0,0,0,1,0,1,0,0,全部
0,0,0,1,0,1,0,1,0,0,生病了
0,0,0,0,0,0,0,0,0,0,病痛
0,0,0,0,0,0,0,0,0,0,目標
0,0,0,0,0,1,0,0,0,0,漫無目的
0,0,0,0,0,0,0,0,0,0,空氣
0,0,0,0,0,0,0,0,0,0,安全氣囊
0,0,0,0,0,0,0,0,0,0,空運
0,0,0,0,0,0,0,0,0,0,航空公司
0,0,0,0,0,0,0,0,0,0,空軍
0,0,0,0,0,0,0,0,0,0,飛機
0,1,0,0,0,0,0,0,0,0,飛機場
0,0,1,0,0,1,0,0,0,0,裝腔作勢
0,0,0,0,0,0,0,0,0,0,飛艇
0,0,0,0,0,0,0,0,0,0,走道
0,0,0,0,0,0,0,0,0,0,艾特
0,0,0,0,0,0,0,0,0,0,半開著
0,0,0,0,0,0,0,0,0,1,類似的
0,0,0,0,0,0,1,0,0,0,雪花石膏
0,0,0,1,0,1,0,0,1,0,警報
0,0,0,1,0,1,0,0,1,0,令人震驚的
0,0,0,0,0,0,0,0,0,1,alb
0,0,0,0,0,0,0,0,0,0,專輯
0,0,0,0,0,0,0,0,0,0,煉金術
0,0,0,0,0,0,0,0,0,0,酒精
1,0,1,1,0,1,0,1,0,0,酗酒
0,0,0,0,0,0,0,0,0,0,壁龕
0,0,0,0,0,0,0,0,0,0,警報
0,1,0,1,0,0,1,0,1,0,警覺
0,1,0,1,0,0,0,0,1,0,警報
0,0,0,0,0,0,0,0,0,0,苜蓿
0,0,0,0,0,0,0,0,0,0,代數
0,0,0,0,0,0,0,0,0,0,代數的
0,0,0,0,0,0,0,0,0,0,算法
0,0,0,0,0,0,0,0,0,0,不在場證明
0,0,1,1,0,1,0,0,0,0,外星人
1,0,1,0,0,1,0,0,0,0,離間
0,0,0,0,0,1,0,1,0,0,疏遠
1,0,1,1,0,1,0,1,0,0,異化
0,0,0,0,0,0,0,0,0,0,下車
0,0,0,0,0,0,0,0,0,0,對齊
0,0,0,0,0,0,0,0,0,0,結盟
0,0,0,0,0,0,0,0,0,0,一樣
0,0,0,0,0,0,1,0,0,0,營養
0,0,0,0,0,1,0,0,0,0,贍養費
0,0,0,0,0,0,0,0,0,0,等分
0,1,0,0,1,0,1,0,0,1,活
0,0,0,0,0,0,0,0,0,0,鹼
0,0,0,0,0,0,0,0,0,0,生物鹼
0,0,0,0,0,0,1,0,0,0,緩和
1,0,0,0,0,1,0,0,0,0,指控
0,0,0,0,0,1,0,0,0,0,指控
0,0,0,0,0,0,0,0,0,0,據稱
0,0,0,0,0,0,1,0,0,1,忠誠
0,0,0,0,0,0,0,0,0,0,寓言的
0,0,0,0,0,0,0,0,0,0,寓言
0,0,0,0,0,0,1,0,0,0,快板
0,0,0,0,0,0,1,0,0,0,減輕
0,0,0,0,0,0,1,0,0,0,緩解
0,0,0,0,0,0,0,0,0,0,胡同
0,0,0,0,0,0,0,0,0,1,聯盟
0,0,0,0,0,0,1,0,0,1,盟軍
0,0,0,0,0,0,0,0,0,0,鱷魚
0,0,0,0,0,0,0,0,0,0,分配
0,0,0,0,0,0,0,0,0,0,分配
0,0,0,0,0,0,0,0,0,0,分配
0,0,0,0,0,0,0,0,0,0,分配
0,0,0,0,0,0,1,0,0,0,允許的
0,0,0,0,0,0,0,0,0,0,津貼
0,0,0,0,0,0,0,0,0,0,允許
0,0,0,0,0,0,0,0,0,0,合金
0,1,0,0,1,0,1,0,1,0,引誘
0,0,0,0,0,0,1,0,0,0,誘人的
0,0,0,0,0,0,0,0,0,0,典故
0,0,0,0,0,0,0,0,0,0,沖積層
0,0,0,0,0,0,1,0,0,1,盟國
0,0,0,0,0,0,0,0,0,0,年曆
0,0,0,0,0,0,1,0,0,0,萬能的
0,0,0,0,0,0,0,0,0,0,高空
0,1,0,0,1,0,1,0,0,0,阿羅哈
0,0,0,0,0,0,0,0,0,0,旁邊
0,0,0,0,0,1,0,0,0,0,超然
0,0,0,0,0,0,0,0,0,0,大聲
0,0,0,0,0,0,0,0,0,0,字母
0,0,0,0,0,0,0,0,0,0,按字母順序
0,0,0,0,0,0,0,0,0,0,壇
0,0,0,0,0,0,0,0,0,0,改變
0,0,0,0,0,0,0,0,0,0,改造
1,0,0,0,0,1,0,0,0,0,爭吵
0,0,0,0,0,0,0,0,0,0,改變
0,0,0,0,0,0,0,0,0,0,備用
0,0,0,0,0,0,0,0,0,0,選擇
0,0,0,0,0,0,0,0,0,0,高度
0,0,0,0,0,0,0,0,0,0,中音
0,0,0,0,0,0,0,0,0,0,共
0,0,0,0,0,0,0,0,0,0,校友
0,0,0,0,0,0,0,0,0,0,肺泡
0,0,0,0,0,0,0,0,0,0,汞合金
0,0,0,0,0,0,0,0,0,0,合併
0,0,0,0,0,0,0,0,0,0,積累
0,0,0,0,0,0,0,0,0,0,業餘
0,0,0,0,0,0,0,0,1,0,驚奇
0,0,0,0,0,0,0,0,0,0,驚愕
0,0,0,0,1,0,1,0,1,0,驚人地
0,0,0,0,0,0,1,0,0,1,大使
0,0,0,0,0,0,0,0,0,0,琥珀色
0,0,0,0,0,0,0,0,0,0,周圍
0,0,0,0,0,0,0,0,0,0,模棱兩可
0,0,0,0,0,1,0,0,0,0,模糊的
0,0,0,0,0,0,0,0,0,0,範圍
0,1,0,0,1,0,1,0,0,1,志向
0,0,0,0,0,0,0,0,0,0,雄心勃勃
0,0,0,1,0,0,0,0,0,1,救護車
1,0,0,1,0,1,0,0,1,0,伏擊
0,0,0,0,0,0,1,0,0,0,改善
0,0,0,0,1,0,1,0,0,1,阿門
0,0,0,0,0,0,1,0,0,0,順從
0,0,0,0,0,0,1,0,0,0,修正
0,0,0,0,0,0,0,0,0,0,修正案
0,0,0,0,0,0,1,0,0,0,修正
0,0,0,0,0,0,1,0,0,0,便利設施
0,0,0,0,0,0,0,0,0,0,紫晶
0,0,0,0,0,0,1,0,0,0,可親
0,0,0,0,1,0,1,0,0,0,友善的
0,0,0,0,0,0,0,0,0,0,之中
0,0,0,0,0,0,0,0,0,0,當中
0,0,1,0,0,0,0,0,0,0,氨
0,0,0,0,0,0,0,0,0,0,彈藥
0,0,0,0,0,1,0,0,0,0,健忘症
0,0,0,0,1,0,1,0,0,0,大赦
0,0,0,0,0,0,0,0,0,0,無定形
0,0,0,0,0,0,0,0,0,1,攤銷
0,0,0,0,0,0,0,0,0,0,數量
0,1,0,0,1,0,1,0,0,1,戀情
0,0,0,0,0,0,0,0,0,0,和號
0,0,1,0,0,1,0,0,0,0,苯丙胺類
0,0,0,0,0,0,0,0,0,0,兩棲動物
0,0,0,0,0,0,0,0,0,0,水陸兩用
0,0,0,0,0,0,0,0,0,0,圓形劇場
0,0,0,0,0,0,0,0,0,0,放大
0,0,0,0,0,0,0,0,0,0,放大
0,0,0,0,0,0,0,0,0,0,振幅
0,0,0,0,0,0,0,0,0,0,充分
0,0,0,0,0,0,0,0,0,0,截肢
0,0,0,0,0,0,0,0,0,0,護身符
0,0,0,0,1,0,1,0,0,0,逗樂
0,0,0,0,1,0,1,0,0,0,逗樂了
0,0,0,0,1,0,1,0,0,0,娛樂
0,0,0,0,1,0,1,0,0,0,有趣
0,0,0,0,0,0,0,0,0,0,安娜
0,0,1,1,0,1,0,0,0,0,蟒蛇
0,0,0,0,0,0,0,0,0,0,麻醉
0,0,0,0,0,0,0,0,0,0,麻藥
0,0,0,0,0,1,0,0,0,0,肛門
0,0,0,0,0,0,0,0,0,0,鎮痛劑
0,0,0,0,0,0,0,0,0,0,類似的
0,0,0,0,0,0,0,0,0,0,類似物
0,0,0,0,0,0,0,0,0,0,比喻
0,0,0,0,0,0,0,0,0,0,分析
0,1,0,0,0,0,1,0,0,1,分析師
0,0,0,0,0,0,0,0,0,0,分析的
0,0,0,0,0,0,0,0,0,0,分析
0,0,0,0,0,0,0,0,0,0,分析儀
1,0,0,1,0,1,0,0,0,0,無政府主義
1,0,0,1,0,1,0,0,0,0,無政府主義者
1,0,0,1,0,1,0,0,0,0,無政府狀態
0,0,0,0,0,0,0,0,0,0,吻合
1,0,1,1,0,1,0,1,0,0,詛咒
0,0,0,0,0,0,0,0,0,0,解剖學
0,0,0,0,0,0,0,0,0,0,解剖學
0,0,0,0,0,0,0,0,0,0,祖先
0,0,0,0,0,0,0,0,0,1,祖傳的
0,0,0,0,0,0,0,0,0,0,祖先
0,0,0,0,0,0,1,0,0,0,錨
0,0,0,0,0,0,1,1,0,0,錨地
0,0,0,0,0,1,0,0,0,0,古老的
0,0,0,0,0,0,0,0,0,0,輔助
0,0,0,0,0,0,0,0,0,0,雄激素
0,0,0,0,0,0,0,0,0,0,海葵
0,0,0,0,0,0,0,0,0,0,重新
0,1,0,0,1,0,1,0,1,1,天使
0,0,0,0,1,0,1,0,0,1,天使般的
1,0,0,0,0,1,0,0,0,0,憤怒
0,0,0,1,0,1,0,0,0,0,心絞痛
0,0,0,0,0,0,0,0,0,0,血管造影
0,0,0,0,0,0,0,0,0,0,角度
0,1,0,0,0,1,0,0,0,0,釣魚
1,0,1,0,0,1,0,0,0,0,生氣的
1,0,0,1,0,1,0,1,0,0,苦惱
0,0,0,0,0,0,0,0,0,0,有角度的
0,0,0,0,0,0,0,0,0,0,無水
0,0,0,0,0,0,0,0,0,0,動物
0,0,0,0,0,0,1,0,0,0,動畫
0,0,0,0,1,0,1,0,0,0,動畫
0,0,0,0,0,0,0,0,0,0,動畫
1,0,1,1,0,1,0,1,0,0,敵意
1,0,0,0,0,1,0,0,0,0,敵意
0,0,0,0,0,0,0,0,0,0,踝
0,0,0,0,0,0,0,0,0,0,志
0,0,0,0,0,0,0,0,0,0,附件
0,0,0,0,0,0,0,0,0,0,兼併
0,0,0,0,0,0,0,0,0,0,附件
1,0,0,1,0,1,0,0,0,0,殲滅
1,0,0,1,0,1,0,1,0,0,殲滅
1,0,0,1,0,1,0,1,0,0,湮滅
0,0,0,0,0,0,0,0,0,0,註釋
0,0,0,0,0,0,0,0,0,0,註解
0,0,0,0,0,0,0,0,0,0,宣布
0,1,0,0,0,0,0,0,0,0,公告
1,0,1,0,0,1,0,0,0,0,惹惱
1,0,1,0,0,1,0,0,0,0,煩惱
1,0,0,0,0,1,0,0,0,0,惱人的
0,0,0,0,0,0,0,0,0,0,年金
0,0,0,0,0,1,0,0,0,0,廢止
0,0,0,0,0,0,0,0,0,0,環狀
0,0,0,0,0,1,0,1,0,0,廢除
0,0,0,0,0,0,0,0,0,0,環
0,0,0,0,0,0,0,0,0,0,膏抹
0,0,0,0,0,0,0,0,0,0,異常
0,0,0,1,0,1,0,0,1,0,異常
0,0,0,0,0,0,0,0,0,0,匿名
0,0,0,0,0,1,0,0,0,0,匿名的
0,0,0,0,0,0,0,0,0,0,回答
0,0,0,0,0,0,0,0,0,1,可回答的
0,0,0,0,0,0,0,0,0,0,接聽
0,0,0,0,0,0,0,0,0,0,螞蟻
1,0,0,0,0,1,0,0,0,0,對抗
1,0,0,0,0,1,0,0,0,0,拮抗劑
1,0,1,0,0,1,0,0,0,0,敵對的
0,0,0,0,0,0,0,0,0,0,賭注
0,0,0,0,0,0,0,0,0,0,先行者
0,0,0,0,0,0,0,0,0,0,羚羊
0,0,0,0,0,0,0,0,0,0,天線
0,0,0,0,0,0,0,0,0,0,前
0,0,0,0,0,0,0,0,0,0,國歌
0,0,0,0,0,0,0,0,0,0,選集
0,0,1,1,0,1,0,1,0,0,炭疽病
0,0,0,0,0,0,0,0,0,0,人類學
0,0,0,0,0,0,0,0,0,0,抗生素
0,0,0,0,0,0,1,0,0,0,抗生素
1,0,1,1,0,1,0,0,0,0,敵基督
0,1,0,0,0,0,0,0,0,0,預期
0,1,0,0,0,0,0,0,0,0,預期的
0,1,0,0,0,0,1,0,0,1,解毒劑
