word,emotion,condition
analisar,anger,0
analisador,anger,0
anarquismo,anger,1
anarquista,anger,1
anarquia,anger,1
anastomose,anger,0
anátema,anger,1
anatômico,anger,0
anatomia,anger,0
antepassado,anger,0
ancestral,anger,0
ancestralidade,anger,0
âncora,anger,0
ancoragem,anger,0
antigo,anger,0
auxiliar,anger,0
andrógeno,anger,0
anêmona,anger,0
uma nova,anger,0
anjo,anger,0
angélico,anger,0
raiva,anger,1
angina,anger,0
angiografia,anger,0
ângulo,anger,0
pesca à linha,anger,0
Bravo,anger,1
angústia,anger,1
angular,anger,0
anidro,anger,0
animal,anger,0
animar,anger,0
animado,anger,0
animação,anger,0
antipatia,anger,1
animus,anger,1
tornozelo,anger,0
anuais,anger,0
anexo,anger,0
anexação,anger,0
anexo,anger,0
aniquilar,anger,1
aniquilado,anger,1
aniquilação,anger,1
anotar,anger,0
anotação,anger,0
anunciar,anger,0
anúncio,anger,0
incomodar,anger,1
aborrecimento,anger,1
chato,anger,1
anuidade,anger,0
anular,anger,0
anular,anger,0
anulação,anger,0
anel,anger,0
unção,anger,0
anômalo,anger,0
anomalia,anger,0
logo,anger,0
anônimo,anger,0
responda,anger,0
responsável,anger,0
respondendo,anger,0
formiga,anger,0
antagonismo,anger,1
antagonista,anger,1
antagônico,anger,1
ante,anger,0
antecedente,anger,0
antílope,anger,0
antena,anger,0
anterior,anger,0
hino,anger,0
antologia,anger,0
antraz,anger,0
antropologia,anger,0
antibiótico,anger,0
antibióticos,anger,0
anticristo,anger,1
antecipação,anger,0
antecipatório,anger,0
antídoto,anger,0
antifúngico,anger,0
antimônio,anger,0
antipatia,anger,1
antiquário,anger,0
antiquado,anger,0
Antiguidade,anger,0
antiguidade,anger,0
antisséptico,anger,0
anti-social,anger,1
antítese,anger,1
antitético,anger,0
antiviral,anger,0
chifre,anger,0
bigorna,anger,0
ansiedade,anger,1
ansioso,anger,0
aorta,anger,0
rapidamente,anger,0
apache,anger,0
apartamento,anger,0
apático,anger,0
apatia,anger,0
macaco,anger,0
abertura,anger,0
ápice,anger,0
pulgão,anger,0
um pedaço,anger,0
desenvoltura,anger,0
apocalíptico,anger,0
apologético,anger,0
apologista,anger,0
desculpar-se,anger,0
desculpa,anger,0
apostasia,anger,0
apóstata,anger,0
apóstolo,anger,0
apostólico,anger,0
apóstrofo,anger,0
terrível,anger,0
aparelho,anger,0
vestuário,anger,0
aparentemente,anger,0
aparição,anger,0
apelo,anger,0
aparência,anger,0
apaziguar,anger,0
recorrente,anger,0
acrescentar,anger,0
apêndice,anger,0
apendicite,anger,0
apêndice,anger,0
apetite,anger,0
Aperitivo,anger,0
aplausos,anger,0
maçã,anger,0
utensílio,anger,0
eletrodomésticos,anger,0
aplicabilidade,anger,0
aplicável,anger,0
candidato,anger,0
inscrição,anger,0
Aplique,anger,0
nomear,anger,0
compromisso,anger,0
compromissos,anger,0
repartir,anger,0
repartição,anger,0
avaliar,anger,0
apreciável,anger,0
apreciação,anger,0
apreender,anger,0
apreensão,anger,0
apreensivo,anger,0
Aprendiz,anger,0
aprendizagem,anger,0
abordagem,anger,0
Aproximando,anger,0
aprovação,anger,0
apropriação,anger,0
aprovação,anger,0
aprovar,anger,0
aprovando,anger,0
aproximado,anger,0
aproximadamente,anger,0
aproximando,anger,0
aproximação,anger,0
acessórios,anger,0
avental,anger,0
apto,anger,0
aptidão,anger,0
aqua,anger,0
água-marinha,anger,0
aquário,anger,0
aquático,anger,0
aqueduto,anger,0
aquoso,anger,0
arável,anger,0
árbitro,anger,0
arbitrar,anger,0
arbitragem,anger,0
árbitro,anger,0
mandril,anger,0
arco,anger,0
videogames,anger,0
arco,anger,0
arqueológico,anger,0
arqueólogo,anger,0
arqueologia,anger,0
arcaico,anger,0
arcebispo,anger,0
arqueado,anger,0
arqueiro,anger,0
tiro com arco,anger,0
arquétipo,anger,0
arquipélago,anger,0
arquiteto,anger,0
arquitetura,anger,0
arquivo,anger,0
ártico,anger,0
ardente,anger,0
ardor,anger,0
árduo,anger,0
área,anger,0
arena,anger,0
aréola,anger,0
argente,anger,0
argumentar,anger,1
argumento,anger,1
argumentação,anger,1
argumentativo,anger,0
argumentos,anger,1
árido,anger,0
aristocracia,anger,0
aristocrata,anger,0
aristocrático,anger,0
aritmética,anger,0
arca,anger,0
braço,anger,0
armada,anger,0
armamento,anger,1
armamentos,anger,0
armadura,anger,0
armado,anger,1
armaduras,anger,0
blindado,anger,0
arsenal,anger,0
braços,anger,0
exército,anger,0
aroma,anger,0
excitação,anger,0
despertar,anger,0
acusação,anger,1
arranjo,anger,0
arranjado,anger,0
arranjo,anger,0
variedade,anger,0
atrasados,anger,0
prender prisão,anger,0
chegada,anger,0
chegar,anger,0
arrogância,anger,0
arrogante,anger,1
flecha,anger,0
arsenal,anger,0
arsênico,anger,0
incêndio culposo,anger,1
arte,anger,0
artéria,anger,0
astuto,anger,0
artrópode,anger,0
Alcachofra,anger,0
artigo,anger,0
artigos,anger,0
articular,anger,0
articulação,anger,0
artifício,anger,0
artilharia,anger,0
artesão,anger,0
artista,anger,0
artista,anger,0
artístico,anger,0
artistas,anger,0
subir,anger,0
ascendência,anger,0
ascensão,anger,0
subida,anger,0
verificar,anger,0
apurado,anger,0
ascético,anger,0
cinza,anger,0
envergonhado,anger,0
cinzas,anger,0
dormindo,anger,0
áspide,anger,0
aspartame,anger,0
aspecto,anger,0
aspectos,anger,0
asfalto,anger,0
aspiração,anger,0
aspirar,anger,0
aspirante,anger,0
bunda,anger,0
atacar,anger,1
assaltante,anger,1
assassino,anger,1
assassinar,anger,1
assassinato,anger,1
assalto,anger,1
ensaio,anger,0
montagem,anger,0
montar,anger,0
montado,anger,0
conjunto,anger,0
concordar,anger,0
afirmar,anger,0
afirmando,anger,0
afirmação,anger,0
avaliar,anger,0
avaliação,anger,0
assessor,anger,0
ativos,anger,0
Idiota,anger,1
atribuir,anger,0
cessionário,anger,0
atribuição,anger,0
assimilar,anger,0
assimilação,anger,0
ajudar,anger,0
assistência,anger,0
assistente,anger,0
associado,anger,0
Associação,anger,0
sortido,anger,0
sortimento,anger,0
acalmar,anger,0
presumido,anger,0
assumindo,anger,0
suposição,anger,0
garantia,anger,0
assegurar,anger,0
confiante,anger,0
seguramente,anger,0
asterisco,anger,0
asteróides,anger,0
astigmatismo,anger,0
surpreendentemente,anger,0
espanto,anger,0
astral,anger,0
extraviado,anger,0
adstringente,anger,0
astrólogo,anger,0
astrologia,anger,0
astronauta,anger,0
astrônomo,anger,0
astronomia,anger,0
astuto,anger,0
em pedaços,anger,0
asilo,anger,0
assimétrico,anger,0
assimetria,anger,0
assintótico,anger,0
ateliê,anger,0
ateísmo,anger,0
ateu,anger,0
aterosclerose,anger,0
atleta,anger,0
Atlético,anger,0
atletismo,anger,0
atletismo,anger,0
Atlas,anger,0
atmosfera,anger,0
atmosférico,anger,0
atol,anger,0
átomo,anger,0
atômico,anger,0
expiar,anger,0
expiação,anger,0
átrio,anger,0
atroz,anger,1
atrocidade,anger,1
atrofia,anger,0
anexar,anger,0
acessório,anger,0
ataque,anger,1
atacante,anger,1
atingir,anger,0
alcançável,anger,0
atendimento,anger,0
tentar,anger,0
comparecimento,anger,0
atendente,anger,0
atenção,anger,0
atento,anger,0
atenuar,anger,0
atenuado,anger,0
atenuação,anger,0
atestar,anger,0
atestado,anger,0
sótão,anger,0
traje,anger,0
atitude,anger,0
advogado,anger,1
atração,anger,0
atratividade,anger,0
atribuível,anger,0
atributo,anger,0
atribuição,anger,0
atrito,anger,0
ruivo,anger,0
leilão,anger,0
leiloeiro,anger,0
audacioso,anger,0
audácia,anger,0
audível,anger,0
público,anger,0
auditoria,anger,0
audição,anger,0
auditor,anger,0
auditório,anger,0
auditivo,anger,0
qualquer coisa,anger,0
aumentar,anger,0
aumento,anger,0
agosto,anger,0
tia,anger,0
aura,anger,0
aurora,anger,0
augúrios,anger,0
auspicioso,anger,0
austero,anger,0
austeridade,anger,0
autêntico,anger,0
autenticar,anger,0
autenticação,anger,0
autenticidade,anger,0
autor,anger,0
autoritário,anger,0
autoridade,anger,0
autorização,anger,0
autorizar,anger,0
autorizado,anger,0
autoria,anger,0
auto,anger,0
autobiografia,anger,0
autocrático,anger,0
autógrafo,anger,0
automático,anger,0
automóvel,anger,0
autonomia,anger,0
autópsia,anger,0
outono,anger,0
auxiliar,anger,0
aproveitar,anger,0
avalanche,anger,0
avareza,anger,1
avatar,anger,0
vingador,anger,1
Avenida,anger,0
afirmar,anger,0
média,anger,0
avesso,anger,1
aversão,anger,1
evitar,anger,0
aviário,anger,0
aviação,anger,0
aviador,anger,0
ávido,anger,0
abacate,anger,0
evitar,anger,0
evitação,anger,0
evitando,anger,0
aguardam,anger,0
acordado,anger,0
despertar,anger,0
prêmio,anger,0
temor,anger,0
horrível,anger,1
constrangimento,anger,0
toldo,anger,0
errado,anger,0
axial,anger,0
axioma,anger,0
axiomático,anger,0
eixo,anger,0
eixo,anger,0
ai,anger,0
Sim,anger,0
azimute,anger,0
azul,anger,0
balbuciar,anger,0
balbuciando,anger,0
babuíno,anger,0
bebê,anger,0
babá,anger,0
bacharelado,anger,0
bacará,anger,0
solteiro,anger,0
de volta,anger,0
espinha dorsal,anger,1
patrocinador,anger,0
sair pela culatra,anger,0
gamão,anger,0
fundo,anger,0
retroescavadeira,anger,0
mochileiro,anger,0
retroceder,anger,0
para trás,anger,0
para trás,anger,0
remanso,anger,0
bactérias,anger,0
bactéria,anger,0
mau,anger,1
distintivo,anger,0
texugo,anger,1
seriamente,anger,0
maldade,anger,1
defletor,anger,0
sacola,anger,0
Bagagem,anger,0
folgado,anger,0
gaita de fole,anger,0
fiança,anger,0
oficial de justiça,anger,0
isca,anger,0
assar,anger,0
padaria,anger,0
cozimento,anger,0
bola,anger,0
Saldo,anger,0
equilibrado,anger,0
sacada,anger,0
Careca,anger,0
fardo,anger,0
recusar,anger,0
bola,anger,0
balada,anger,0
lastro,anger,0
balé,anger,0
balão,anger,0
cédula,anger,0
salão de baile,anger,0
bálsamo,anger,0
agradável,anger,0
bálsamo,anger,0
balsâmico,anger,0
banimento,anger,0
banana,anger,0
banda,anger,0
curativo,anger,0
bandido,anger,0
movimento,anger,0
maldição,anger,1
bang,anger,1
estrondoso,anger,1
banir,anger,1
banido,anger,1
banimento,anger,1
banjo,anger,0
banco,anger,0
banqueiro,anger,0
falido,anger,0
falência,anger,1
bandeira,anger,0
banquete,anger,0
alma penada,anger,1
brincadeira,anger,0
batismo,anger,0
batismal,anger,0
bar,anger,0
farpa,anger,1
bárbaro,anger,0
bárbaro,anger,1
barbárie,anger,0
churrasco,anger,0
farpado,anger,0
bardo,anger,0
sem sela,anger,0
pés descalços,anger,0
por muito pouco,anger,0
vomitar,anger,0
barganha,anger,0
barcaça,anger,0
barítono,anger,0
latido,anger,1
celeiro,anger,0
barney,anger,0
barômetro,anger,0
barão,anger,0
barroco,anger,0
quartel,anger,0
barrado,anger,0
barril,anger,0
estéril,anger,0
barricada,anger,0
barreira,anger,1
barrando,anger,0
advogado,anger,0
carrinho de mão,anger,0
barman,anger,0
escambo,anger,0
base,anger,0
beisebol,anger,0
rodapé,anger,0
sem fundamento,anger,0
porão,anger,0
basílica,anger,0
bacia,anger,0
base,anger,0
aquecer,anger,0
cesta,anger,0
basquetebol,anger,0
graves,anger,0
baixo,anger,0
fagote,anger,0
Desgraçado,anger,0
bastião,anger,1
bastão,anger,0
lote,anger,0
loteamento,anger,0
bater,anger,0
banho,anger,0
banhar-se,anger,0
banheiro,anger,0
batimetria,anger,0
bastão,anger,0
batalhão,anger,1
massa,anger,1
maltratado,anger,0
bateria,anger,1
batalha,anger,1
lutou,anger,1
campo de batalha,anger,0
obsceno,anger,0
baía,anger,0
baioneta,anger,1
bayou,anger,0
bazar,anger,0
de praia,anger,0
baliza,anger,0
miçanga,anger,0
miçangas,anger,0
miçangas,anger,0
beagle,anger,0
bico,anger,0
taça,anger,0
feixe,anger,0
radiante,anger,0
urso,anger,1
barba,anger,0
barbudo,anger,0
O portador,anger,0
consequência,anger,0
rolamentos,anger,0
grosseiro,anger,1
fera,anger,1
bestial,anger,0
bater,anger,0
espancamento,anger,1
belo,anger,0
embelezamento,anger,0
lindo,anger,0
embelezar,anger,0
beleza,anger,0
acenar,anger,0
acenar,anger,0
cama,anger,0
roupa de cama,anger,0
base rochosa,anger,0
quarto,anger,0
hora de dormir,anger,0
abelha,anger,1
carne,anger,0
colméia,anger,0
Cerveja,anger,0
cera de abelha,anger,0
besouro,anger,0
acontecer,anger,0
adequado,anger,0
fazer amizade,anger,0
implorar,anger,0
mendigo,anger,0
implorando,anger,0
começar,anger,0
principiante,anger,0
começo,anger,0
começou,anger,0
comportamento,anger,0
gigante,anger,0
mando,anger,0
ver,anger,0
em dívida,anger,0
espectador,anger,0
atrasado,anger,0
travar,anger,0
crença,anger,0
acreditava,anger,0
crente,anger,0
acreditando,anger,0
menosprezar,anger,1
Sino,anger,0
beligerante,anger,1
Berro,anger,0
fole,anger,1
barriga,anger,0
pertences,anger,0
cinto,anger,1
confuso,anger,0
banco de sentar,anger,0
dobrar,anger,0
dobrador,anger,0
dobrar,anger,0
abaixo,anger,0
benfeitor,anger,0
benéfico,anger,0
beneficiário,anger,0
beneficiar,anger,0
benevolência,anger,0
benigno,anger,0
dobrado,anger,0
benzeno,anger,0
legar,anger,0
legado,anger,0
enlutado,anger,0
luto,anger,0
despojado,anger,0
bergamota,anger,0
Berlim,anger,0
furioso,anger,1
atracar,anger,0
suplicar,anger,0
cercado,anger,0
bestial,anger,0
conceder,anger,0
aposta,anger,0
trair,anger,1
traição,anger,1
noivo,anger,0
melhoramento,anger,0
apostando,anger,0
betty,anger,0
bisel,anger,0
bebida,anger,0
bando,anger,0
cuidado,anger,0
confuso,anger,0
perplexidade,anger,0
tendência,anger,1
enviesado,anger,0
babador,anger,0
bíblico,anger,0
bibliografia,anger,0
briga,anger,1
bicolor,anger,0
bicicleta,anger,0
licitação,anger,0
licitante,anger,0
licitação,anger,0
bienal,anger,0
esquife,anger,0
bifurcação,anger,0
grande,anger,0
intolerante,anger,1
intolerante,anger,1
bicicleta,anger,0
bilateral,anger,0
bicamada,anger,0
bile,anger,1
porão,anger,0
bilingue,anger,0
conta,anger,0
boleto,anger,0
bilhar,anger,0
bilhão,anger,0
Billy,anger,0
bimestral,anger,0
caixa,anger,0
binário,anger,0
ligar,anger,0
encadernação,anger,0
vinculativo,anger,0
bing,anger,0
binocular,anger,0
binóculos,anger,0
binômio,anger,0
biogênese,anger,0
biógrafo,anger,0
biografia,anger,0
biologia,anger,0
biópsia,anger,0
biosfera,anger,0
bipartido,anger,0
bétula,anger,1
pássaro,anger,0
nascimento,anger,0
aniversário,anger,0
local de nascimento,anger,1
direito de primogenitura,anger,0
bis,anger,0
bispo,anger,0
búfalo,anger,0
pedaço,anger,0
cadela,anger,1
morder,anger,0
amargamente,anger,1
amargura,anger,1
betume,anger,0
quinzenal,anger,0
bizarro,anger,0
Amora,anger,0
quadro-negro,anger,0
blackjack,anger,0
chantagem,anger,1
escuridão,anger,0
ferreiro,anger,0
bexiga,anger,0
lâmina,anger,0
culpa,anger,1
sem culpa,anger,0
brando,anger,0
em branco,anger,0
cobertor,anger,0
blasfemo,anger,1
blasfêmia,anger,1
explosão,anger,1
flagrante,anger,1
tagarelar,anger,0
chama,anger,1
ardente,anger,0
água sanitária,anger,0
sombrio,anger,0
sangramento,anger,0
defeito,anger,1
mistura,anger,0
Misturando,anger,0
abençoar,anger,0
abençoado,anger,0
bênção,anger,0
bênçãos,anger,0
praga,anger,0
arruinado,anger,0
cego,anger,0
de olhos vendados,anger,0
vendado,anger,0
cegamente,anger,0
cegueira,anger,0
piscar,anger,0
felicidade,anger,0
feliz,anger,0
bolha,anger,0
blitz,anger,0
nevasca,anger,0
inchado,anger,0
bolha,anger,0
quadra,anger,0
bloqueio,anger,1
loiro,anger,0
sangue,anger,0
cão de caça,anger,0
sem sangue,anger,0
derramamento de sangue,anger,1
sanguinário,anger,1
sangrento,anger,1
florescer,anger,0
florescer,anger,0
borrão,anger,0
blusa,anger,0
ventilador,anger,0
sopro,anger,0
soprado,anger,0
soprar,anger,0
azul,anger,0
blues,anger,0
blefe,anger,0
azulado,anger,0
asneira,anger,0
cego,anger,0
borrão,anger,0
borrado,anger,0
corar,anger,0
rubor,anger,0
boa,anger,0
javali,anger,0
quadro,anger,0
pensionista,anger,0
embarque,anger,0
Pranchas,anger,0
vangloriar-se,anger,0
ostentando,anger,0
barco,anger,0
passeios de barco,anger,0
bobina,anger,0
presságio,anger,0
corpete,anger,0
corporal,anger,0
corpo,anger,0
escolta,anger,0
pântano,anger,0
falso,anger,1
ferver,anger,0
caldeira,anger,0
chapa de ebulição,anger,0
ebulição,anger,0
turbulento,anger,1
negrito,anger,0
ousadia,anger,0
reforçar,anger,0
parafuso,anger,0
bolus,anger,0
bombear,anger,1
bombardear,anger,1
bombardeamento,anger,1
bombardeado,anger,0
bombardeiro,anger,0
bonança,anger,0
ligação,anger,0
escravidão,anger,0
títulos,anger,0
osso,anger,0
ereção,anger,0
ossos,anger,0
fogueira,anger,0
boné,anger,0
gorro,anger,0
bônus,anger,0
ossudo,anger,0
vaia,anger,0
peito,anger,0
bobo,anger,0
livro,anger,0
estante,anger,0
reserva,anger,0
estudioso,anger,0
contador,anger,0
contabilidade,anger,0
livreto,anger,0
livros,anger,0
livreiro,anger,0
livraria,anger,0
livraria,anger,0
leitor ávido,anger,0
bumerangue,anger,0
estrondoso,anger,0
benção,anger,0
impulso,anger,0
reforço,anger,0
bota,anger,0
cabine,anger,0
chuteiras,anger,0
espólio,anger,0
bebida,anger,0
fronteira,anger,0
limítrofe,anger,0
calibre,anger,0
boreal,anger,0
tédio,anger,0
broca,anger,0
tedioso,anger,0
bairro,anger,0
pedir emprestado,anger,0
mutuário,anger,0
seio,anger,0
chefe,anger,0
boston,anger,0
botânico,anger,0
botânico,anger,0
botânica,anger,0
irmão,anger,0
incomodando,anger,1
garrafa,anger,0
fundo,anger,0
sem fundo,anger,0
pedregulho,anger,0
quicar,anger,0
vinculado,anger,0
fronteira,anger,0
sem limites,anger,0
limites,anger,0
abundante,anger,0
recompensa,anger,0
ramalhete,anger,0
burguês,anger,0
burguesia,anger,0
bolsa,anger,0
ataque,anger,1
bovino,anger,0
curvado,anger,0
