word,emotion,condition
similar,anger,0
alimentación,anger,0
pensión alimenticia,anger,0
alícuota,anger,0
viva,anger,0
álcali,anger,0
alcaloides,anger,0
aliviar,anger,0
alegación,anger,1
alegar,anger,0
presunto,anger,0
lealtad,anger,0
alegórico,anger,0
alegoría,anger,0
alegro,anger,0
aliviar,anger,0
alivio,anger,0
callejón,anger,0
Alianza,anger,0
aliado,anger,0
caimán,anger,0
asignar,anger,0
asignación,anger,0
asignar,anger,0
asignación,anger,0
admisible,anger,0
tolerancia,anger,0
permitió,anger,0
aleación,anger,0
seducir,anger,0
seductor,anger,0
alusión,anger,0
aluvial,anger,0
aliado,anger,0
almanaque,anger,0
todopoderoso,anger,0
en alto,anger,0
aloha,anger,0
junto a,anger,0
a distancia,anger,0
en voz alta,anger,0
alfabeto,anger,0
alfabético,anger,0
altar,anger,0
alterar,anger,0
modificación,anger,0
altercado,anger,1
alterado,anger,0
alterno,anger,0
alternativa,anger,0
altitud,anger,0
Alto,anger,0
en total,anger,0
antiguo alumno,anger,0
alveolar,anger,0
amalgama,anger,0
amalgamación,anger,0
acumular,anger,0
aficionado,anger,0
asombro,anger,0
asombro,anger,0
Asombrosamente,anger,0
embajador,anger,0
ámbar,anger,0
ambiente,anger,0
ambigüedad,anger,0
ambiguo,anger,0
ámbito,anger,0
ambición,anger,0
ambicioso,anger,0
ambulancia,anger,0
emboscada,anger,1
mejorar,anger,0
amén,anger,0
dócil,anger,0
enmendar,anger,0
enmienda,anger,0
compensación,anger,0
amenidad,anger,0
amatista,anger,0
amable,anger,0
amistoso,anger,0
entre,anger,0
en medio de,anger,0
amoníaco,anger,0
munición,anger,0
amnesia,anger,0
amnistía,anger,0
amorfo,anger,0
amortización,anger,0
Monto,anger,0
aventura amorosa,anger,0
ampersand,anger,0
anfetaminas,anger,0
anfibio,anger,0
anfibio,anger,0
anfiteatro,anger,0
amplificación,anger,0
amplificar,anger,0
amplitud,anger,0
ampliamente,anger,0
amputación,anger,0
amuleto,anger,0
entretener,anger,0
divertido,anger,0
diversión,anger,0
entretenido,anger,0
Ana,anger,0
anaconda,anger,0
anestesia,anger,0
anestésico,anger,0
anal,anger,0
analgésico,anger,0
análogo,anger,0
término análogo,anger,0
analogía,anger,0
análisis,anger,0
analista,anger,0
analítico,anger,0
analizar,anger,0
analizador,anger,0
anarquismo,anger,1
anarquista,anger,1
anarquía,anger,1
anastomosis,anger,0
anatema,anger,1
anatómico,anger,0
anatomía,anger,0
antepasado,anger,0
ancestral,anger,0
ascendencia,anger,0
ancla,anger,0
anclaje,anger,0
antiguo,anger,0
auxiliar,anger,0
andrógino,anger,0
anémona,anger,0
de nuevo,anger,0
ángel,anger,0
angelical,anger,0
enfado,anger,1
angina de pecho,anger,0
angiografía,anger,0
ángulo,anger,0
pesca con caña,anger,0
enfadado,anger,1
angustia,anger,1
angular,anger,0
anhidro,anger,0
animal,anger,0
animar,anger,0
animado,anger,0
animación,anger,0
animosidad,anger,1
ánimo,anger,1
tobillo,anger,0
anales,anger,0
anexo,anger,0
anexión,anger,0
anexo,anger,0
aniquilar,anger,1
aniquilado,anger,1
aniquilación,anger,1
anotar,anger,0
anotación,anger,0
anunciar,anger,0
anuncio,anger,0
enojarse,anger,1
molestia,anger,1
irritante,anger,1
anualidad,anger,0
anular,anger,0
anular,anger,0
anulación,anger,0
anillo,anger,0
unción,anger,0
anómalo,anger,0
anomalía,anger,0
luego,anger,0
anónimo,anger,0
responder,anger,0
responsable,anger,0
respondiendo,anger,0
hormiga,anger,0
antagonismo,anger,1
antagonista,anger,1
antagonista,anger,1
apuesta inicial,anger,0
antecedente,anger,0
antílope,anger,0
antena,anger,0
anterior,anger,0
himno,anger,0
antología,anger,0
ántrax,anger,0
antropología,anger,0
antibiótico,anger,0
antibióticos,anger,0
antecristo,anger,1
anticipación,anger,0
anticipado,anger,0
antídoto,anger,0
antifúngico,anger,0
antimonio,anger,0
antipatía,anger,1
anticuario,anger,0
anticuado,anger,0
antiguo,anger,0
antigüedad,anger,0
antiséptico,anger,0
antisocial,anger,1
antítesis,anger,1
antitético,anger,0
antivírico,anger,0
cuerno,anger,0
yunque,anger,0
ansiedad,anger,1
ansioso,anger,0
aorta,anger,0
rápidamente,anger,0
apache,anger,0
Departamento,anger,0
apático,anger,0
apatía,anger,0
mono,anger,0
abertura,anger,0
apéndice,anger,0
áfido,anger,0
una pieza,anger,0
aplomo,anger,0
apocalíptico,anger,0
apologético,anger,0
apologista,anger,0
disculparse,anger,0
disculpa,anger,0
apostasía,anger,0
apóstata,anger,0
apóstol,anger,0
apostólico,anger,0
apóstrofe,anger,0
pésimo,anger,0
aparato,anger,0
vestir,anger,0
aparentemente,anger,0
aparición,anger,0
apelación,anger,0
apariencia,anger,0
apaciguar,anger,0
apelante,anger,0
adjuntar,anger,0
apéndice,anger,0
apendicitis,anger,0
apéndice,anger,0
apetito,anger,0
aperitivo,anger,0
aplausos,anger,0
manzana,anger,0
aparato,anger,0
accesorios,anger,0
aplicabilidad,anger,0
aplicable,anger,0
solicitante,anger,0
solicitud,anger,0
aplicar,anger,0
nombrar,anger,0
cita,anger,0
equipo,anger,0
prorratear,anger,0
prorrateo,anger,0
evaluar,anger,0
apreciable,anger,0
apreciación,anger,0
aprehender,anger,0
detención,anger,0
aprensivo,anger,0
aprendiz,anger,0
aprendizaje,anger,0
Acercarse,anger,0
que se acerca,anger,0
aprobación,anger,0
apropiación,anger,0
aprobación,anger,0
aprobar,anger,0
aprobatorio,anger,0
aproximado,anger,0
aproximadamente,anger,0
aproximando,anger,0
aproximación,anger,0
anexidades,anger,0
delantal,anger,0
apto,anger,0
aptitud,anger,0
agua,anger,0
aguamarina,anger,0
acuario,anger,0
acuático,anger,0
acueducto,anger,0
acuoso,anger,0
cultivable,anger,0
árbitro,anger,0
arbitrar,anger,0
arbitraje,anger,0
árbitro,anger,0
cenador,anger,0
arco,anger,0
arcada,anger,0
arco,anger,0
arqueológico,anger,0
arqueólogo,anger,0
arqueología,anger,0
arcaico,anger,0
arzobispo,anger,0
arqueado,anger,0
arquero,anger,0
tiro al arco,anger,0
arquetipo,anger,0
archipiélago,anger,0
arquitecto,anger,0
arquitectura,anger,0
archivo,anger,0
ártico,anger,0
ardiente,anger,0
ardor,anger,0
arduo,anger,0
área,anger,0
arena,anger,0
areola,anger,0
argén,anger,0
discutir,anger,1
argumento,anger,1
argumentación,anger,1
discutidor,anger,0
argumentos,anger,1
árido,anger,0
aristocracia,anger,0
aristócrata,anger,0
aristocrático,anger,0
aritmética,anger,0
arca,anger,0
brazo,anger,0
armada,anger,0
armamento,anger,1
armamento,anger,0
armadura,anger,0
armado,anger,1
armadura,anger,0
blindado,anger,0
arsenal,anger,0
brazos,anger,0
ejército,anger,0
aroma,anger,0
excitación,anger,0
despertar,anger,0
acusación,anger,1
arreglar,anger,0
organizado,anger,0
arreglo,anger,0
formación,anger,0
atrasos,anger,0
arrestar,anger,0
llegada,anger,0
llegar,anger,0
arrogancia,anger,0
arrogante,anger,1
flecha,anger,0
arsenal,anger,0
arsénico,anger,0
incendio provocado,anger,1
Arte,anger,0
artería,anger,0
ingenioso,anger,0
artrópodo,anger,0
alcachofa,anger,0
artículo,anger,0
artículos,anger,0
articular,anger,0
articulación,anger,0
artificio,anger,0
artillería,anger,0
artesano,anger,0
artista,anger,0
artista,anger,0
artístico,anger,0
artistas,anger,0
ascender,anger,0
ascendencia,anger,0
ascensión,anger,0
ascenso,anger,0
cerciorarse,anger,0
averiguado,anger,0
ascético,anger,0
ceniza,anger,0
avergonzado,anger,0
cenizas,anger,0
dormido,anger,0
áspid,anger,0
aspartamo,anger,0
aspecto,anger,0
aspectos,anger,0
asfalto,anger,0
aspiración,anger,0
aspirar,anger,0
ambicioso,anger,0
culo,anger,0
atacar,anger,1
agresor,anger,1
asesino,anger,1
asesinar,anger,1
asesinato,anger,1
agresión,anger,1
ensayo,anger,0
conjunto,anger,0
armar,anger,0
ensamblado,anger,0
asamblea,anger,0
asentir,anger,0
afirmar,anger,0
afirmando,anger,0
afirmación,anger,0
evaluar,anger,0
evaluación,anger,0
asesor,anger,0
activos,anger,0
Estúpido,anger,1
asignar,anger,0
cesionario,anger,0
asignación,anger,0
asimilar,anger,0
asimilación,anger,0
asistir,anger,0
asistencia,anger,0
asistente,anger,0
asociado,anger,0
asociación,anger,0
clasificado,anger,0
surtido,anger,0
calmar,anger,0
ficticio,anger,0
asumiendo,anger,0
suposición,anger,0
garantía,anger,0
asegurar,anger,0
seguro,anger,0
ciertamente,anger,0
asterisco,anger,0
asteroides,anger,0
astigmatismo,anger,0
asombrosamente,anger,0
asombro,anger,0
astral,anger,0
por mal camino,anger,0
astringente,anger,0
astrólogo,anger,0
astrología,anger,0
astronauta,anger,0
astrónomo,anger,0
astronomía,anger,0
astuto,anger,0
en pedazos,anger,0
asilo,anger,0
asimétrico,anger,0
asimetría,anger,0
asintótico,anger,0
taller,anger,0
ateísmo,anger,0
ateo,anger,0
aterosclerosis,anger,0
atleta,anger,0
atlético,anger,0
atletismo,anger,0
atletismo,anger,0
atlas,anger,0
atmósfera,anger,0
atmosférico,anger,0
atolón,anger,0
átomo,anger,0
atómico,anger,0
expiar,anger,0
expiación,anger,0
atrio,anger,0
atroz,anger,1
atrocidad,anger,1
atrofia,anger,0
adjuntar,anger,0
archivo adjunto,anger,0
ataque,anger,1
agresor,anger,1
alcanzar,anger,0
alcanzable,anger,0
logro,anger,0
intentar,anger,0
asistencia,anger,0
asistente,anger,0
atención,anger,0
atento,anger,0
atenuar,anger,0
atenuado,anger,0
atenuación,anger,0
dar fe,anger,0
atestación,anger,0
ático,anger,0
atuendo,anger,0
actitud,anger,0
abogado,anger,1
atracción,anger,0
atractivo,anger,0
atribuible,anger,0
atributo,anger,0
atribución,anger,0
desgaste,anger,0
castaño,anger,0
subasta,anger,0
subastador,anger,0
audaz,anger,0
audacia,anger,0
audible,anger,0
audiencia,anger,0
auditoría,anger,0
audición,anger,0
auditor,anger,0
sala,anger,0
auditivo,anger,0
algo,anger,0
aumentar,anger,0
aumento,anger,0
agosto,anger,0
tía,anger,0
aura,anger,0
Aurora,anger,0
auspicios,anger,0
propicio,anger,0
austero,anger,0
austeridad,anger,0
auténtico,anger,0
autenticar,anger,0
autenticación,anger,0
autenticidad,anger,0
autor,anger,0
autoritario,anger,0
autoridad,anger,0
autorización,anger,0
autorizar,anger,0
autorizado,anger,0
paternidad literaria,anger,0
auto,anger,0
autobiografía,anger,0
autocrático,anger,0
autógrafo,anger,0
automático,anger,0
automóvil,anger,0
autonomía,anger,0
autopsia,anger,0
otoño,anger,0
auxiliar,anger,0
aprovechar,anger,0
avalancha,anger,0
avaricia,anger,1
avatar,anger,0
vengador,anger,1
avenida,anger,0
afirmar,anger,0
promedio,anger,0
contrario,anger,1
aversión,anger,1
evitar,anger,0
pajarera,anger,0
aviación,anger,0
aviador,anger,0
ávido,anger,0
palta,anger,0
evitar,anger,0
evitación,anger,0
evitando,anger,0
esperar,anger,0
despierto,anger,0
despertar,anger,0
otorgar,anger,0
temor,anger,0
horrible,anger,1
torpeza,anger,0
toldo,anger,0
torcido,anger,0
axial,anger,0
axioma,anger,0
axiomático,anger,0
eje,anger,0
eje,anger,0
sí,anger,0
sí,anger,0
azimut,anger,0
azur,anger,0
balbucear,anger,0
balbuceo,anger,0
babuino,anger,0
bebé,anger,0
niñera,anger,0
bachillerato,anger,0
bacará,anger,0
soltero,anger,0
espalda,anger,0
columna vertebral,anger,1
partidario,anger,0
petardeo,anger,0
chaquete,anger,0
antecedentes,anger,0
retroexcavadora,anger,0
mochilero,anger,0
retractarse,anger,0
hacia atrás,anger,0
hacia atrás,anger,0
remanso,anger,0
bacterias,anger,0
bacteria,anger,0
malo,anger,1
Insignia,anger,0
tejón,anger,1
gravemente,anger,0
maldad,anger,1
deflector,anger,0
bolsa,anger,0
equipaje,anger,0
holgado,anger,0
gaita,anger,0
fianza,anger,0
alguacil,anger,0
carnada,anger,0
hornear,anger,0
panadería,anger,0
horneando,anger,0
bola,anger,0
balance,anger,0
equilibrado,anger,0
balcón,anger,0
calvo,anger,0
bala,anger,0
obstáculo,anger,0
pelota,anger,0
balada,anger,0
lastre,anger,0
ballet,anger,0
globo,anger,0
votación,anger,0
salón de baile,anger,0
bálsamo,anger,0
balsámico,anger,0
bálsamo,anger,0
balsámico,anger,0
prohibición,anger,0
plátano,anger,0
banda,anger,0
vendaje,anger,0
bandido,anger,0
carro,anger,0
perdición,anger,1
estallido,anger,1
petardo,anger,1
desterrar,anger,1
alejado,anger,1
destierro,anger,1
banjo,anger,0
banco,anger,0
banquero,anger,0
arruinado,anger,0
bancarrota,anger,1
bandera,anger,0
banquete,anger,0
alma en pena,anger,1
broma,anger,0
bautismo,anger,0
bautismal,anger,0
bar,anger,0
lengüeta,anger,1
bárbaro,anger,0
bárbaro,anger,1
barbarie,anger,0
parilla,anger,0
mordaz,anger,0
bardo,anger,0
a pelo,anger,0
descalzo,anger,0
apenas,anger,0
vomitar,anger,0
negociar,anger,0
barcaza,anger,0
barítono,anger,0
ladrar,anger,1
granero,anger,0
barney,anger,0
barómetro,anger,0
barón,anger,0
barroco,anger,0
barraca,anger,0
prohibido,anger,0
barril,anger,0
estéril,anger,0
barricada,anger,0
barrera,anger,1
excepto,anger,0
abogado,anger,0
carretilla,anger,0
barman,anger,0
permuta,anger,0
base,anger,0
béisbol,anger,0
zócalo,anger,0
infundado,anger,0
sótano,anger,0
basílica,anger,0
cuenca,anger,0
base,anger,0
disfrutar,anger,0
cesta,anger,0
baloncesto,anger,0
bajo,anger,0
bajo,anger,0
fagot,anger,0
bastardo,anger,0
bastión,anger,1
murciélago,anger,0
lote,anger,0
procesamiento por lotes,anger,0
solución alcalina,anger,0
bañera,anger,0
bañarse,anger,0
baño,anger,0
batimetría,anger,0
batuta,anger,0
batallón,anger,1
masa,anger,1
abollado,anger,0
batería,anger,1
batalla,anger,1
luchó,anger,1
campo de batalla,anger,0
obsceno,anger,0
bahía,anger,0
bayoneta,anger,1
brazo pantanoso,anger,0
bazar,anger,0
playa,anger,0
Faro,anger,0
talón,anger,0
cuentas,anger,0
rosario,anger,0
beagle,anger,0
pico,anger,0
cubilete,anger,0
haz,anger,0
radiante,anger,0
llevar,anger,1
barba,anger,0
barbado,anger,0
portador,anger,0
Llevando,anger,0
aspectos,anger,0
osuno,anger,1
bestia,anger,1
bestial,anger,0
derrotar,anger,0
golpeando,anger,1
galán,anger,0
embellecimiento,anger,0
hermoso,anger,0
embellecer,anger,0
belleza,anger,0
arroyo,anger,0
llamar,anger,0
cama,anger,0
lecho,anger,0
base,anger,0
dormitorio,anger,0
hora de acostarse,anger,0
abeja,anger,1
carne de res,anger,0
Colmena,anger,0
cerveza,anger,0
cera de abejas,anger,0
escarabajo,anger,0
acontecer,anger,0
propio,anger,0
ofrecer amistad,anger,0
mendigar,anger,0
mendigo,anger,0
mendicidad,anger,0
empezar,anger,0
principiante,anger,0
comienzo,anger,0
comenzado,anger,0
comportamiento,anger,0
gigante,anger,0
petición,anger,0
Mirad,anger,0
agradecido,anger,0
espectador,anger,0
tardío,anger,0
amarrar,anger,0
creencia,anger,0
creía,anger,0
creyente,anger,0
creyendo,anger,0
empequeñecer,anger,1
campana,anger,0
beligerante,anger,1
bramido,anger,0
fuelle,anger,1
vientre,anger,0
pertenencias,anger,0
cinturón,anger,1
perplejo,anger,0
mesa de trabajo,anger,0
curva,anger,0
juerga,anger,0
doblando,anger,0
debajo,anger,0
benefactor,anger,0
beneficioso,anger,0
beneficiario,anger,0
beneficio,anger,0
benevolencia,anger,0
benigno,anger,0
doblado,anger,0
benceno,anger,0
legar,anger,0
legado,anger,0
afligido,anger,0
duelo,anger,0
privado,anger,0
bergamota,anger,0
Berlina,anger,0
enloquecido,anger,1
atracar,anger,0
implorar,anger,0
acosar,anger,0
bestial,anger,0
otorgar,anger,0
apuesta,anger,0
traicionar,anger,1
traición,anger,1
prometido,anger,0
mejoramiento,anger,0
apuesta,anger,0
betty,anger,0
bisel,anger,0
bebida,anger,0
grupo,anger,0
tener cuidado,anger,0
desconcertado,anger,0
desconcierto,anger,0
parcialidad,anger,1
sesgado,anger,0
babero,anger,0
bíblico,anger,0
bibliografía,anger,0
dimes y diretes,anger,1
bicolor,anger,0
bicicleta,anger,0
licitación,anger,0
licitador,anger,0
ofertas,anger,0
bienal,anger,0
féretro,anger,0
bifurcación,anger,0
grande,anger,0
fanático,anger,1
fanático,anger,1
bicicleta,anger,0
bilateral,anger,0
bicapa,anger,0
bilis,anger,1
sentina,anger,0
bilingüe,anger,0
factura,anger,0
palanquilla,anger,0
billar,anger,0
mil millones,anger,0
porra,anger,0
bimensual,anger,0
compartimiento,anger,0
binario,anger,0
unir,anger,0
taller de encuadernación,anger,0
Unión,anger,0
bing,anger,0
binocular,anger,0
prismáticos,anger,0
binomio,anger,0
biogénesis,anger,0
biógrafo,anger,0
biografía,anger,0
biología,anger,0
biopsia,anger,0
biosfera,anger,0
bipartito,anger,0
abedul,anger,1
pájaro,anger,0
nacimiento,anger,0
cumpleaños,anger,0
lugar de nacimiento,anger,1
patrimonio,anger,0
Bis,anger,0
obispo,anger,0
bisonte,anger,0
un poco,anger,0
perra,anger,1
morder,anger,0
amargamente,anger,1
amargura,anger,1
betún,anger,0
quincenal,anger,0
extraño,anger,0
Mora,anger,0
pizarra,anger,0
veintiuna,anger,0
chantaje,anger,1
negrura,anger,0
herrero,anger,0
vejiga,anger,0
espada,anger,0
culpa,anger,1
inocente,anger,0
amable,anger,0
vacío,anger,0
cobija,anger,0
blasfemo,anger,1
blasfemia,anger,1
explosión,anger,1
evidente,anger,1
decir tonterías,anger,0
resplandor,anger,1
flameante,anger,0
lejía,anger,0
desolado,anger,0
sangrado,anger,0
defecto,anger,1
mezclar,anger,0
mezcla,anger,0
bendecir,anger,0
bendecido,anger,0
bendición,anger,0
bendiciones,anger,0
plaga,anger,0
arruinado,anger,0
cegado,anger,0
venda,anger,0
con los ojos vendados,anger,0
a ciegas,anger,0
ceguera,anger,0
parpadear,anger,0
felicidad,anger,0
feliz,anger,0
ampolla,anger,0
bombardeo aéreo,anger,0
tormenta de nieve,anger,0
hinchado,anger,0
gota,anger,0
bloquear,anger,0
bloqueo,anger,1
rubio,anger,0
sangre,anger,0
sabueso,anger,0
incruento,anger,0
matanza,anger,1
sanguinario,anger,1
sangriento,anger,1
florecer,anger,0
florecer,anger,0
mancha,anger,0
blusa,anger,0
soplador,anger,0
soplo,anger,0
estropeado,anger,0
Reventar,anger,0
azul,anger,0
blues,anger,0
bluff,anger,0
azulado,anger,0
torpeza,anger,0
descortés,anger,0
difuminar,anger,0
borroso,anger,0
sonrojo,anger,0
rubor,anger,0
boa,anger,0
Jabali,anger,0
junta,anger,0
huésped,anger,0
embarque,anger,0
tableros,anger,0
presumir,anger,0
jactancia,anger,0
barco,anger,0
paseo en barco,anger,0
bobina,anger,0
presagiar,anger,0
corpiño,anger,0
corporal,anger,0
cuerpo,anger,0
guardaespaldas,anger,0
pantano,anger,0
falso,anger,1
hervir,anger,0
caldera,anger,0
repetitivo,anger,0
hirviendo,anger,0
bullicioso,anger,1
audaz,anger,0
audacia,anger,0
reforzar,anger,0
tornillo,anger,0
bolo,anger,0
bomba,anger,1
bombardear,anger,1
bombardeo,anger,1
bombardeado,anger,0
bombardeo,anger,0
bonanza,anger,0
vínculo,anger,0
esclavitud,anger,0
cautiverio,anger,0
hueso,anger,0
metedura de pata,anger,0
huesos,anger,0
hoguera,anger,0
Bonne,anger,0
capó,anger,0
prima,anger,0
óseo,anger,0
abucheo,anger,0
teta,anger,0
bobo,anger,0
libro,anger,0
estantería,anger,0
reserva,anger,0
libresco,anger,0
contable,anger,0
teneduría de libros,anger,0
folleto,anger,0
libros,anger,0
librero,anger,0
librería,anger,0
librería,anger,0
ratón de biblioteca,anger,0
bumerang,anger,0
en auge,anger,0
bendición,anger,0
impulsar,anger,0
refuerzo,anger,0
bota,anger,0
puesto,anger,0
botas,anger,0
botín,anger,0
bebida alcohólica,anger,0
borde,anger,0
limítrofe,anger,0
aburrir,anger,0
boreales,anger,0
aburrimiento,anger,0
taladrador,anger,0
aburrido,anger,0
ciudad,anger,0
tomar prestado,anger,0
prestatario,anger,0
seno,anger,0
jefe,anger,0
bostón,anger,0
botánico,anger,0
botánico,anger,0
botánica,anger,0
molestar,anger,0
molesto,anger,1
botella,anger,0
abajo,anger,0
sin fondo,anger,0
roca,anger,0
bote,anger,0
