anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,Arabic Word
0,1,0,0,0,0,1,0,0,1,المحلل
0,0,0,0,0,0,0,0,0,0,تحليلي
0,0,0,0,0,0,0,0,0,0,تحليل
0,0,0,0,0,0,0,0,0,0,محلل
1,0,0,1,0,1,0,0,0,0,الأناركية
1,0,0,1,0,1,0,0,0,0,فوضوي
1,0,0,1,0,1,0,0,0,0,فوضى سياسية
0,0,0,0,0,0,0,0,0,0,التحام
1,0,1,1,0,1,0,1,0,0,لعنة
0,0,0,0,0,0,0,0,0,0,تشريحي
0,0,0,0,0,0,0,0,0,0,تشريح
0,0,0,0,0,0,0,0,0,0,سلف
0,0,0,0,0,0,0,0,0,1,اسلاف
0,0,0,0,0,0,0,0,0,0,أسلاف
0,0,0,0,0,0,1,0,0,0,مذيع الأخبار
0,0,0,0,0,0,1,1,0,0,مرسى
0,0,0,0,0,1,0,0,0,0,قديمة جدا
0,0,0,0,0,0,0,0,0,0,المساعد الإضافي
0,0,0,0,0,0,0,0,0,0,منشط الذكورة
0,0,0,0,0,0,0,0,0,0,شقائق النعمان
0,0,0,0,0,0,0,0,0,0,من جديد
0,1,0,0,1,0,1,0,1,1,ملاك
0,0,0,0,1,0,1,0,0,1,ملائكي
1,0,0,0,0,1,0,0,0,0,الغضب
0,0,0,1,0,1,0,0,0,0,ذبحة
0,0,0,0,0,0,0,0,0,0,تصوير الأوعية
0,0,0,0,0,0,0,0,0,0,زاوية
0,1,0,0,0,1,0,0,0,0,الصيد
1,0,1,0,0,1,0,0,0,0,غاضب
1,0,0,1,0,1,0,1,0,0,معاناة
0,0,0,0,0,0,0,0,0,0,الزاوي
0,0,0,0,0,0,0,0,0,0,لا مائي
0,0,0,0,0,0,0,0,0,0,حيوان
0,0,0,0,0,0,1,0,0,0,تحريك
0,0,0,0,1,0,1,0,0,0,مفعم بالحيوية
0,0,0,0,0,0,0,0,0,0,الرسوم المتحركة
1,0,1,1,0,1,0,1,0,0,العداء
1,0,0,0,0,1,0,0,0,0,انيموس
0,0,0,0,0,0,0,0,0,0,كاحل
0,0,0,0,0,0,0,0,0,0,حوليات
0,0,0,0,0,0,0,0,0,0,المرفق
0,0,0,0,0,0,0,0,0,0,الضم
0,0,0,0,0,0,0,0,0,0,ملحق
1,0,0,1,0,1,0,0,0,0,إبادة
1,0,0,1,0,1,0,1,0,0,أباد
1,0,0,1,0,1,0,1,0,0,إبادة
0,0,0,0,0,0,0,0,0,0,علق
0,0,0,0,0,0,0,0,0,0,حاشية. ملاحظة
0,0,0,0,0,0,0,0,0,0,أعلن
